,userid,number,lastmod,official_url,documents,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,type,creators,title,refereed,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,related_url,divisions,publisher,publication,dir,corp_creators,id_number,event_title,event_type,event_location,event_dates,pres_type
43,442,12059.0,2021-05-31 01:43:40,https://iopscience.iop.org,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/141939', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 31404, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 141939, 'main': 'Rangga_2021_IOP_Conf._Ser.%3A_Earth_Environ._Sci._739_012059.pdf', 'files': [{'datasetid': 'document', 'fileid': 372144, 'hash': '1c12cdef8e76c4d7e917541cfca8cc24', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-30 23:49:52', 'objectid': 141939, 'filesize': 275319, 'filename': 'Rangga_2021_IOP_Conf._Ser.%3A_Earth_Environ._Sci._739_012059.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372144'}], 'format': 'text'}]",2021-05-31 01:43:40,archive,31404,show,1-8,article,"[{'name': {'given': 'Kordiyana', 'honourific': None, 'lineage': None, 'family': 'Rangga'}, 'id': 'korrangga@yahoo.com'}, {'name': {'family': 'Syarief', 'lineage': None, 'honourific': None, 'given': 'Yuniar Aviati'}, 'id': 'yuniarafiati@yahoo.com'}, {'id': None, 'name': {'given': 'Begem', 'lineage': None, 'family': 'Viantimala', 'honourific': None}}]","Contribution of sustainable food house area to income and family food security in Tulang Bawang Barat, Lampung Province",TRUE,"This study aims to determine the implementation of the sustainable food house area program, contribution of the program to family income of farmer women's group, and analyze the food security of KWT members in Tulang Bawang Barat Regency. The research was conducted in five groups of women farmers in Margodadi, Marga Kencana, Tirta Makmur, Tirta Kencana, and Mulya Asri Villages. Data were collected in December 2019. Data were collected using survey methods and direct interviews in the field. The sampling method was carried out deliberately (purposive sampling); as many as 62 people were interviewed by visiting the respondent's house. The results showed that the implementation of the program was seen from the development of village nurseries, development of demonstration plot plots, and development of farmer women's group members' yards. The income women's group's income the yard utilization program for one year ranges from IDR 2,565,600 - IDR 6,930,000. Family food security of KWT members subjectively categorized in the medium category from the adequacy of family food availability of KWT members, food distribution in the family is quite good, and aspects of family food consumption are also quite good. The affordability  of families to get food is quite relatively. Women farmer groups' knowledge is already good about the food the body needs in the right composition. It is present in all types of food that are  useful for health, in consuming family food by taking into account the quality and quantity of food they consume..",739.0,2021-04-26 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31404,published,['S1'],public,17551315 17551307,2021-05-31 01:43:40,pub,6,[{'url': 'https://iopscience.iop.org/article/10.1088/1755-1315/739/1/012059'}],['FP26'],IOP Publishing Ltd,IOP Conference Series: Earth and Environmental Science,disk0/00/03/14/04,,12059,,,,,
44,301,,2021-06-18 07:58:54,https://ejournal.upi.edu/index.php/ijost/article/view/34190,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Art_J7_Similaritas_Helvi_Forest Cover Change and Legal Pluralism in Forest Management A Review and Evidence from West Sumatra, Indonesia.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/386503', 'filename': 'Art_J7_Similaritas_Helvi_Forest Cover Change and Legal Pluralism in Forest Management A Review and Evidence from West Sumatra, Indonesia.pdf', 'filesize': 4904817, 'objectid': 148406, 'mtime': '2021-06-18 04:02:10', 'hash_type': 'MD5', 'hash': '06e503a2f3612fc3d3a6f7431f6039e2', 'mime_type': 'application/pdf', 'fileid': 386503, 'datasetid': 'document'}], 'docid': 148406, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148406', 'security': 'public', 'placement': 1, 'eprintid': 32666}]",2021-06-18 07:58:54,archive,32666,show,,other,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}}, {'id': None, 'name': {'family': 'Yonariza', 'lineage': None, 'honourific': None, 'given': 'Yonariza'}}, {'name': {'given': 'HY', 'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Rahmat, Ali', 'honourific': None, 'lineage': None, 'family': 'Ali Rahmat'}, 'id': None}, {'id': 'winih.sekaringtyas@fp.unila.ac.id', 'name': {'family': 'Ramadhani', 'lineage': None, 'honourific': None, 'given': 'Winih'}}, {'id': None, 'name': {'family': 'Abdul Mutolib', 'lineage': None, 'honourific': None, 'given': 'Mutolib, Abdul'}}]","Forest Cover Change and Legal Pluralism in Forest
Management: A Review and Evidence from West
Sumatra, Indonesia",,"This study analyzed the functions of shifting (phenomenon of
legal pluralism) and identified forest conversion at
Production Forest Management Unit of Dharmasraya (PFMU
Dharmasraya), West Sumatra, Indonesia from March 2018 to
December 2019 using a qualitative research design with a
case study approach. The identification of changes in forest
cover analyzed by satellite images using the NDVI method to
obtain the distribution of forest cover. Discussion on legal
pluralism were examined using a non-ethnographic
qualitative research approach through interviews with local
communities, companies/permit holders, and related
institutions (government). From 2000 to 2019, the PFMU
Dharmasraya forest area reduced from 86 to 12%, and
plantations increased from 10 to 81% of the total area of
33,539 ha. The legal pluralism of forest ownership occurs
because local communities use traditional law, claiming the
PFMU Dharmasraya area as Ulayat land. In contrast, the
government claims the forest belongs to the state. The
motives for the conversion of forest functions are the
expansion of oil palm and rubber plantations, forest clearing
to mark forest ownership rights, and illegal logging.",,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/32666,,['S1'],public,,2021-06-18 07:58:54,pub,8,[{'url': 'https://ejournal.upi.edu/index.php/ijost/article/view/34190'}],['FP26'],Indonesian Journal of Science & Technology,,disk0/00/03/26/66,,,,,,,
45,301,2.0,2021-06-17 08:05:09,https://ejournal.upi.edu/index.php/ijost/article/view/34190,"[{'placement': 1, 'eprintid': 32624, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148250', 'security': 'public', 'docid': 148250, 'main': '34190-75820-1-PB.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/386107', 'filename': '34190-75820-1-PB.pdf', 'objectid': 148250, 'filesize': 1385558, 'mtime': '2021-06-16 08:00:23', 'hash_type': 'MD5', 'hash': 'b445fc61032bd28cf0f7ae1dbc4d62b6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 386107}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-06-17 08:05:09,archive,32624,show,299-314,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rudy', 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}, {'name': {'family': 'Yonariza', 'lineage': None, 'honourific': None, 'given': 'Yonariza'}, 'id': None}, {'name': {'given': 'HY', 'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Rahmat, Ali', 'lineage': None, 'family': 'Ali Rahmat', 'honourific': None}, 'id': None}, {'id': 'winih.sekaringtyas@fp.unila.ac.id', 'name': {'given': 'Winih', 'honourific': None, 'lineage': None, 'family': 'Ramadhani'}}, {'id': None, 'name': {'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None, 'given': 'Mutolib, Abdul'}}]","Forest Cover Change and Legal Pluralism in Forest Management: A Review and Evidence from West Sumatra, Indonesia",TRUE,"This study analyzed the functions of shifting (phenomenon of
legal pluralism) and identified forest conversion at Production Forest Management Unit of Dharmasraya (PFMU Dharmasraya), West Sumatra, Indonesia from March 2018 to December 2019 using a qualitative research design with a case study approach. The identification of changes in forest cover analyzed by satellite images using the NDVI method to obtain the distribution of forest cover. Discussion on legal pluralism were examined using a non-ethnographic qualitative research approach through interviews with local communities, companies/permit holders, and related institutions (government). From 2000 to 2019, the PFMU Dharmasraya forest area reduced from 86 to 12%, and plantations increased from 10 to 81% of the total area of 33,539 ha. The legal pluralism of forest ownership occurs because local communities use traditional law, claiming the PFMU Dharmasraya area as Ulayat land. In contrast, the government claims the forest belongs to the state. The motives for the conversion of forest functions are the expansion of oil palm and rubber plantations, forest clearing to mark forest ownership rights, and illegal logging.",6.0,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/32624,,['S1'],public,2527-8045,2021-06-17 08:05:09,pub,7,[{'url': 'https://ejournal.upi.edu/index.php/ijost/article/view/34190'}],['FP26'],,Indonesian Journal of Science & Technology,disk0/00/03/26/24,,,,,,,
46,301,,2021-06-18 07:58:57,https://ejournal.upi.edu/index.php/ijost/article/view/34190,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148435', 'eprintid': 32671, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 148435, 'main': 'Jurnal Internasional_Forest Cover Change and Legal Pluralism in Forest Management A Review and Evidence From West Sumatra, Indonesia.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-18 05:23:15', 'objectid': 148435, 'filesize': 2205448, 'filename': 'Jurnal Internasional_Forest Cover Change and Legal Pluralism in Forest Management A Review and Evidence From West Sumatra, Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386560', 'fileid': 386560, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3196b274410200db15ea7bc0a9a39af3'}]}]",2021-06-18 07:58:57,archive,32671,show,,other,"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}, {'id': None, 'name': {'given': 'Yonariza', 'honourific': None, 'family': 'Yonariza', 'lineage': None}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}}, {'name': {'given': 'Rahmat, Ali', 'honourific': None, 'lineage': None, 'family': 'Ali Rahmat'}, 'id': None}, {'name': {'lineage': None, 'family': 'Ramadhani', 'honourific': None, 'given': 'Winih'}, 'id': 'winih.sekaringtyas@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}}]","Hasil Review_Forest Cover Change and Legal Pluralism in Forest Management: A Review and Evidence From West Sumatra, Indonesia",,Hasil Review Indonesian Journal of Science and Technology,,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/32671,,['S1'],public,,2021-06-18 07:58:57,pub,8,[{'url': 'https://ejournal.upi.edu/index.php/ijost/article/view/34190'}],['FP26'],Indonesian Journal of Science & Technology,,disk0/00/03/26/71,,,,,,,
47,301,,2022-02-17 01:16:47,https://ejournal.unisba.ac.id/index.php/ethos/article/view/6433,"[{'main': 'Fix_Peer Review_Pemahaman dan Persepsi.pdf', 'docid': 160681, 'files': [{'mime_type': 'application/pdf', 'hash': '33f70a69071975f7b5916e0b3bd20fa5', 'datasetid': 'document', 'fileid': 442976, 'filename': 'Fix_Peer Review_Pemahaman dan Persepsi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442976', 'filesize': 513997, 'objectid': 160681, 'mtime': '2022-02-16 05:15:04', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 39399, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160681', 'pos': 1, 'security': 'public'}]",2022-02-17 01:16:47,archive,39399,show,,other,"[{'name': {'family': 'Syarief', 'lineage': None, 'honourific': None, 'given': 'Lutfie Nirmala Ayu'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}}, {'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}, 'id': 'amutolib24@yahoo.com'}]",Hasil Review_Pemahaman dan Persepsi Penyuluh Perikanan Terhadap Penggunaan Teknologi Informasi dan Komunikasi dalam Penyuluhan di Kota Bandar Lampung,,Hasil Review Ethos: Jurnal Penelitian dan Pengabdian Kepada Masyarakat,,2021-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39399,,['S1'],public,,2022-02-17 01:16:47,pub,9,,['FP26'],Ethos: Jurnal Penelitian dan Pengabdian Kepada Masyarakat,,disk0/00/03/93/99,,,,,,,
48,301,,2022-02-19 10:26:13,https://ejournal.unisba.ac.id/index.php/ethos/article/view/6433,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160842', 'pos': 1, 'eprintid': 39563, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Fix_Pemahaman dan Persepsi Penyuluh Perikanan.pdf', 'docid': 160842, 'files': [{'mtime': '2022-02-19 04:32:32', 'hash_type': 'MD5', 'filename': 'Fix_Pemahaman dan Persepsi Penyuluh Perikanan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444257', 'objectid': 160842, 'filesize': 866727, 'hash': 'b182a912003ffd07a0e5a83adb7c3252', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 444257}]}]",2022-02-19 10:26:13,archive,39563,show,,other,"[{'id': None, 'name': {'lineage': None, 'family': 'Syarief', 'honourific': None, 'given': 'Lutfie Nirmala Ayu'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}}, {'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}]",Oke_Fix_Hasil Review_Pemahaman dan Persepsi Penyuluh Perikanan Terhadap Penggunaan Teknologi Informasi dan Komunikasi dalam Penyuluhan di Kota Bandar Lampung,,Hasil Review Ethos: Jurnal Penelitian dan Pengabdian Kepada Masyarakat,,2021-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39563,,['S1'],public,,2022-02-19 10:26:13,pub,7,,['FP26'],Ethos: Jurnal Penelitian dan Pengabdian Kepada Masyarakat,,disk0/00/03/95/63,,,,,,,
49,301,,2022-02-19 10:28:57,https://iopscience.iop.org/article/10.1088/1755-1315/739/1/012038,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 444071, 'hash': 'db9d95733b13647284afb67cb51914b3', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-18 16:46:38', 'filesize': 1038960, 'objectid': 160820, 'filename': 'Fix_Hasil Review_Strategy for the provision.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444071'}], 'main': 'Fix_Hasil Review_Strategy for the provision.pdf', 'docid': 160820, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 39541, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160820'}]",2022-02-19 10:28:57,archive,39541,show,,other,"[{'name': {'honourific': None, 'family': 'Wijayanti', 'lineage': None, 'given': 'Goldie Melinda'}, 'id': 'goldie.wijayanti@pwk.itera.ac.id'}, {'name': {'given': 'Helvi', 'lineage': None, 'family': 'Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'given': 'Widya', 'family': 'Asmara', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Perdana', 'lineage': None, 'honourific': None, 'given': 'Ryzal'}, 'id': None}, {'id': None, 'name': {'given': 'Ali', 'family': 'Rahmat', 'lineage': None, 'honourific': None}}]","Fix_Hasil Review_Strategy for the provision of drinking water and environmental sanitation based on the community in Sidodadi Village, Pesawaran Regency",,"Hasil Review The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39541,,['S1'],public,,2022-02-19 10:28:57,pub,8,,['FP26'],"The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,disk0/00/03/95/41,,,,,,,
50,301,,2022-02-19 10:29:18,https://iopscience.iop.org/article/10.1088/1755-1315/739/1/012038,"[{'eprintid': 39575, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160857', 'format': 'text', 'main': 'Oke fix_Strategy for the provision of drinking.pdf', 'docid': 160857, 'files': [{'mtime': '2022-02-19 06:32:17', 'hash_type': 'MD5', 'filename': 'Oke fix_Strategy for the provision of drinking.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444360', 'objectid': 160857, 'filesize': 892196, 'hash': '1e42311f8550d6ee49698f1ccbd7b901', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 444360}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-02-19 10:29:18,archive,39575,show,,other,"[{'id': 'goldie.wijayanti@pwk.itera.ac.id', 'name': {'given': 'Goldie Melinda', 'family': 'Wijayanti', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'miranda', 'honourific': None, 'lineage': None, 'family': 'asmara'}, 'id': None}, {'name': {'given': 'Ryzal', 'honourific': None, 'family': 'Perdana', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Rahmat', 'lineage': None, 'given': 'Ali'}, 'id': None}]","Oke_Fix_Hasil Review_Strategy for the provision of drinking water and environmental sanitation based on the community in Sidodadi Village, Pesawaran Regency",,"Hasil Review The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39575,,['S1'],public,,2022-02-19 10:29:18,pub,8,,['FP26'],"The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,disk0/00/03/95/75,,,,,,,
51,609,,2022-05-30 01:44:21,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 163535, 'main': '10015-Article Text-47513-1-10-20211229_3.pdf', 'files': [{'datasetid': 'document', 'fileid': 462182, 'mime_type': 'application/pdf', 'hash': '9e0e7433e24d307f7a1ced7645316bca', 'objectid': 163535, 'filesize': 308072, 'filename': '10015-Article Text-47513-1-10-20211229_3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/462182', 'hash_type': 'MD5', 'mtime': '2022-05-26 08:13:11'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163535', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41866}]",2022-05-30 01:44:21,archive,41866,show,552-566,article,"[{'name': {'family': 'Wikandaru', 'lineage': None, 'honourific': None, 'given': 'Reno'}, 'id': None}, {'id': None, 'name': {'given': 'Shely', 'family': 'Cathrin', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'Husin', 'family': 'Husin', 'lineage': None, 'honourific': None}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}}, {'name': {'family': 'Pantas', 'lineage': None, 'honourific': None, 'given': 'Pribawa E.'}, 'id': None}, {'name': {'family': 'Widyoningsih', 'lineage': None, 'honourific': None, 'given': 'Widyoningsih'}, 'id': None}, {'name': {'family': 'Bilqis', 'lineage': None, 'honourific': None, 'given': 'Fajar'}, 'id': None}, {'name': {'given': 'Astrid Veranita', 'honourific': None, 'family': 'Indah', 'lineage': None}, 'id': None}]",The Contribution of the Pragmatism Educational Philosophy in the Implementation of Pancasila Education During Distance Learning,TRUE,"The implementation of Pancasila education faces major challenges during distance learning. The lack of meeting face-to-face and the high level of human dependence on technology makes it difficult for students to internalize the values of Pancasila. Therefore, efforts to realize the goal of meaningful education are hampered. The purpose of this study was to describe and analyze the contribution of the pragmatism educational philosophy as a solution to overcome the obstacles in implementing Pancasila education. This was field research based on philosophical perspectives combined with library research. Description, analysis, synthesis, interpretation, internal coherence, and heuristics were used. The results showed that experience supports the success of education according to the pragmatism educational philosophy. In order for the values of Pancasila to be effectively internalized, these values need to be integrated into the learning process experience. The pragmatism perspective of “learning by doing” can be a strategy to integrate the process of internalizing the Pancasila values into the interaction patterns of educators and students through technology.",,2021-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41866,,['S1'],public,,2022-05-30 01:44:21,pub,9,,['FP26'],,KnE Social Sciences,disk0/00/04/18/66,,,,,,,
52,609,,2022-02-20 13:26:17,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/444559', 'filename': 'impact of-peer review.pdf', 'objectid': 160877, 'filesize': 2222869, 'mtime': '2022-02-20 04:16:34', 'hash_type': 'MD5', 'hash': '6354053f73943eb8f958da7055119c0e', 'mime_type': 'application/pdf', 'fileid': 444559, 'datasetid': 'document'}], 'main': 'impact of-peer review.pdf', 'docid': 160877, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160877', 'pos': 1, 'eprintid': 39596, 'placement': 1}]",2022-02-20 13:26:17,archive,39596,show,,other,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'lineage': None, 'family': 'Yanfika', 'honourific': None, 'given': 'Helvi'}}, {'name': {'given': 'Begem', 'honourific': None, 'family': 'Viantimala', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Mutolib', 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'lineage': None, 'honourific': None}}, {'name': {'given': 'RADW', 'honourific': None, 'lineage': None, 'family': 'Raden Ajeng Diana Widyastuti'}, 'id': None}, {'id': None, 'name': {'given': 'Ali', 'honourific': None, 'lineage': None, 'family': 'Rahmat'}}]",FIX PEER REVIEW OKK_Impact of climate change on coastal communities in Tanggamus regency,,FIX PEER REVIEW Young Scholar Symposium on Science Education and Environment (YSSSEE),,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39596,,['S1'],public,,2022-02-20 13:26:17,pub,9,,['FP26'],Young Scholar Symposium on Science Education and Environment,,disk0/00/03/95/96,,,,,,,
53,609,,2022-02-19 10:24:53,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160822', 'security': 'public', 'placement': 1, 'eprintid': 39543, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 160822, 'main': 'PENILAIAN IMPACT OF CLIMATE.pdf', 'files': [{'datasetid': 'document', 'fileid': 444085, 'mime_type': 'application/pdf', 'hash': 'a7db99967744fcd3ebce017dc679482c', 'objectid': 160822, 'filesize': 3026260, 'filename': 'PENILAIAN IMPACT OF CLIMATE.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444085', 'hash_type': 'MD5', 'mtime': '2022-02-18 21:52:09'}], 'format': 'text'}]",2022-02-19 10:24:53,archive,39543,show,,other,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}}, {'id': None, 'name': {'given': 'Begem', 'lineage': None, 'family': 'Viantimala', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}, {'id': None, 'name': {'given': 'RADW', 'honourific': None, 'family': 'Raden Ajeng Diana Widyastuti', 'lineage': None}}, {'id': None, 'name': {'given': 'Ali', 'lineage': None, 'family': 'Rahmat', 'honourific': None}}]",FIX PEER REVIEW_Impact of climate change on coastal communities in Tanggamus regency,,FIX PEER REVIEW Young Scholar Symposium on Science Education and Environment (YSSSEE),,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39543,,['S1'],public,,2022-02-19 10:24:53,pub,16,,['FP26'],Young Scholar Symposium on Science Education and Environment (YSSSEE),,disk0/00/03/95/43,,,,,,,
54,301,,2022-02-19 10:56:34,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029,"[{'format': 'text', 'main': 'Fix_Hasil Review_Impact of Climate change.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '24786c329d0f499da7bda60232c1e57a', 'fileid': 444010, 'datasetid': 'document', 'mtime': '2022-02-18 15:36:56', 'hash_type': 'MD5', 'filename': 'Fix_Hasil Review_Impact of Climate change.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444010', 'objectid': 160811, 'filesize': 895930}], 'docid': 160811, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 39532, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160811', 'pos': 1}]",2022-02-19 10:56:34,archive,39532,show,,other,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'lineage': None, 'family': 'Yanfika', 'honourific': None}}, {'name': {'given': 'Begem', 'family': 'Viantimala', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'amutolib24@yahoo.com', 'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Widyastuti', 'given': 'RA. Diana'}}, {'id': None, 'name': {'given': 'Ali', 'honourific': None, 'family': 'Rahmat', 'lineage': None}}]",Fix_Hasil Review_Impact of Climate Change on Coastal Communities in Tanggamus Regency,,Hasil Review Young Scholar Symposium on Science Education and Environment,,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39532,,['S1'],public,,2022-02-19 10:56:34,pub,9,,['FP26'],Young Scholar Symposium on Science Education and Environment,,disk0/00/03/95/32,,,,,,,
