,publication,publisher,divisions,dir,rev_number,ispublished,issn,full_text_status,status_changed,subjects,uri,abstract,title,refereed,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,id_number,official_url,corp_creators,event_type,event_title,date_type,related_url,pres_type,event_dates,event_location,pagerange,volume,number,contributors,book_title,contact_email,succeeds,isbn,editors,pages,place_of_pub
10,,Darmawacana,['FISIP2'],disk0_bak/00/05/10/88,7,pub,,public,2023-05-05 03:21:47,['H1'],http://repository.lppm.unila.ac.id/id/eprint/51088,,"Jurnal : EVALUASI FORMULASI KEBIJAKAN SMART VILLAGE
PROVINSI LAMPUNG",,other,"[{'id': 'dedy.hermawan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Dedy Hermawan', 'lineage': None, 'given': 'Dedy'}}]",show,2023-05-05 03:21:47,archive,51088,2023-05-05 03:21:47,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 549310, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ca22473d2a99d34490917e6dcb1a985c', 'hash_type': 'MD5', 'mtime': '2023-05-05 02:34:28', 'filesize': 781496, 'objectid': 190805, 'filename': 'ilovepdf_merged (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/549310'}], 'main': 'ilovepdf_merged (1).pdf', 'docid': 190805, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190805', 'pos': 1, 'eprintid': 51088, 'placement': 1}]",572,,,,,,,,,,,,,,,,,,,,,
11,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",Jurusan Administrasi Negara,['FISIP2'],disk0_bak/00/05/02/32,5,pub,2714-7673,none,2023-04-11 07:26:35,['H1'],http://repository.lppm.unila.ac.id/id/eprint/50232,,PARTISIPASI MASYARAKAT DALAM PROGRAM DESA/KELURAHAN TANGGUH BENCANA DI KELURAHAN KOTA KARANG,TRUE,article,"[{'id': 'dedy.hermawan@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Dedy Hermawan', 'given': 'Dedy'}}]",show,2023-04-11 07:26:35,archive,50232,2023-04-11 07:26:35,,572,,,,,,,,,,,,,,,,,,,,,
12,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",Jurusan Administrasi Negara,['FISIP2'],disk0_bak/00/05/02/38,6,pub,2714-7673,public,2023-04-11 07:37:51,['H1'],http://repository.lppm.unila.ac.id/id/eprint/50238,,PARTISIPASI MASYARAKAT DALAM PROGRAM DESA/KELURAHAN TANGGUH BENCANA DI KELURAHAN KOTA KARANG,TRUE,article,"[{'name': {'given': 'Dedy', 'family': 'Dedy Hermawan', 'lineage': None, 'honourific': None}, 'id': 'dedy.hermawan@fisip.unila.ac.id'}]",show,2023-04-11 07:37:51,archive,50238,2023-04-11 07:37:51,"[{'eprintid': 50238, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189937', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/542831', 'filename': '13553.pdf', 'filesize': 615035, 'objectid': 189937, 'mtime': '2023-04-11 07:24:11', 'hash_type': 'MD5', 'hash': '2db44fa33d90032918fada05cdb3a447', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 542831}], 'main': '13553.pdf', 'docid': 189937, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",572,,,,,,,,,,,,,,,,,,,,,
13,,Pusaka Media,['FISIP2'],disk0/00/01/69/99,7,inpress,,public,2019-11-18 08:32:08,['H1'],http://repository.lppm.unila.ac.id/id/eprint/16999,,EFEKTIVITAS PENGELOLAAN PERUSAHAAN PUBLIK DI INDONESIA,TRUE,book,"[{'id': None, 'name': {'given': 'Mediya', 'honourific': None, 'lineage': None, 'family': 'Destalia'}}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'given': 'Devi', 'honourific': None, 'family': 'Yulianti', 'lineage': None}}]",show,2019-11-18 08:32:08,archive,16999,2019-11-18 08:32:08,"[{'eprintid': 16999, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30091', 'pos': 1, 'format': 'text', 'main': 'Soft File Buku Referensi EFEKTIVITAS PENGELOLAAN PERUSAHAAN PUBLIK DI INDONESIA.pdf', 'files': [{'datasetid': 'document', 'fileid': 144373, 'mime_type': 'application/pdf', 'hash': '9195bc4caed0cb8e1753d73842651a6d', 'hash_type': 'MD5', 'mtime': '2019-11-18 08:23:00', 'filesize': 1537279, 'objectid': 30091, 'uri': 'http://repository.lppm.unila.ac.id/id/file/144373', 'filename': 'Soft File Buku Referensi EFEKTIVITAS PENGELOLAAN PERUSAHAAN PUBLIK DI INDONESIA.pdf'}], 'docid': 30091, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",63,,,,,,,,,,,,,,,,,,,,,
14,Sakai Sembayan,LPPM Unila,['FISIP2'],disk0/00/00/81/26,6,pub,2550-1089,public,2018-06-28 07:01:17,['H1'],http://repository.lppm.unila.ac.id/id/eprint/8126,"Tujuan umum yang dicapai dalam kegiatan ini adalah untuk menyebarluaskan hasil-hasil penelitian/kajian kepada masyarakat sebagai bagian dari upaya utuk memberdayakan dan meningkatkan kesejahteraan masyarakat, membangun kerjasama dan kemitraan dengan masyarakat sebagai perwujudan dan pengembangan kompetensi sosial di kalangan para dosen. Sedangakan tujuan khususnya adalah meningkatkan kapasitas sasaran pelaksanaan P4K di Puskesmas Kecamatan Panjang Kota Bandar Lampung dalam mengurangi AKI. Pelaksanaan kegiatan menggunakan metode ceramah dan diskusi. khalayak sasaran kegiatan seminar tentang peningkatan kapasitas sasaran pelaksana untuk menjalankan P4K adalah penanggung jawab dan pengelola program KIA Provinsi dan Kabupaten/Kota, bidan koordinator, kepala puskesmas, dokter, perawat, bidan, kader, forum peduli KIA (forum P4K/ pokja posyandu, dll). Lokasi kegiatan pengabdian ini adalah di Puskesmas Kecamatan Panjang Kota Bandar Lampung. Hasil kegiatan pengabdian membawa peningkatan kemampuan dasar peserta. Peningkatan terendah sebesar 10% dan peningkatan tertinggi sebesar 20%. Rata-rata peningkatan adalah sebesar 14,8%. Berdasarkan hasil dan evaluasi pelaksanaan pengabdian kepada masyarakat dapat disimpulkan beberapa hal sebagai berikut: 1). Kemampuan peserta pelatihan pada aspek kognetif dan afektif mengalami peningkatan dengan rata-rata sebesar 14,8%., 2).Hasil evaluasi menunjukan peserta memiliki persepsi positif dan motivasi yang tinggi untuk menjalankan point penting dalam pelatihan untuk membenahi metode dan proses pelaksanaan strategi untuk mengurangi angka kematian ibu, 3).Peserta menghendaki adanya pelatihan lanjutan.",PENINGKATAN KAPASITAS SASARAN PELAKSANA PROGRAM PERSIAPAN PERSALINAN DAN PENCEGAHAN KOMPLIKASI (P4K) DALAM PELAKSANAAN STRATEGI UNTUK MENGURANGI ANGKA KEMATIAN IBU (AKI) DI KECAMATAN PANJANG KOTA BANDAR LAMPUNG,TRUE,article,"[{'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'given': 'Devi', 'honourific': None, 'lineage': None, 'family': 'Devi Yulianti'}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Dian Kagungan', 'lineage': None, 'given': 'Dian'}}]",show,2018-06-28 07:01:17,archive,8126,2018-06-28 07:01:17,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21142', 'eprintid': 8126, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Peningkatan Kapasitas Sasaran Pelaksana Program Persiapan Persalinan Dan Pencegahan Komplikasi (P4K) Dalam Pelaksanaan Strategi Untuk Megurangi Angka Kematian Ibu (AKI) Di Kecamatan Panjang Kota Bandarlampung.pdf', 'docid': 21142, 'files': [{'mtime': '2018-06-28 05:20:41', 'hash_type': 'MD5', 'filename': 'Peningkatan Kapasitas Sasaran Pelaksana Program Persiapan Persalinan Dan Pencegahan Komplikasi (P4K) Dalam Pelaksanaan Strategi Untuk Megurangi Angka Kematian Ibu (AKI) Di Kecamatan Panjang Kota Bandarlampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/80992', 'filesize': 144769, 'objectid': 21142, 'mime_type': 'application/pdf', 'hash': '459702eb10c19d1d6ad0430a20619b81', 'datasetid': 'document', 'fileid': 80992}]}]",508,,,,,,,,,,,,,,,,,,,,,
15,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",Jurusan Administrasi Negara,['FISIP2'],disk0/00/02/51/39,8,pub,2714-7673,public,2020-11-16 01:23:00,['JS'],http://repository.lppm.unila.ac.id/id/eprint/25139,"Lembaga swadaya masyarakat sebagai salah satu stakeholder dalam penyelenggaraan pelayanan publik dapat dijadikan mitra oleh pemerintah dalam upaya pembangunan manusia. Kemitraan antara pemerintah dan lembaga swadaya masyarakat dalam penyelenggaraan pelayanan publik diterapkan oleh Dinas Sosial Provinsi Lampung dan Lembaga Kesejahteraan Sosial Amanah Bunda dalam mengatasi permasalahan kesejahteraan sosial penyandang disabilitas melalui Program Rehabilitasi Sosial. Penelitian ini bertujuan untuk mengidentifikasi dan mengetahui proses dan pola kemitraan Dinas Sosial Provinsi Lampung dan Lembaga Kesejahteraan Sosial Amanah Bunda. Metode yang digunakan pada penelitian ini adalah tipe penelitian deskriptif dengan pendekatan kualitatif. Pengumpulan data dilakukan menggunakan teknik observasi, wawancara dan dokumentasi. Hasil dari penelitian ini menunjukkan bahwa proses kemitraan berjalan dengan cukup baik. Kemitraan yang ada telah menerapkan prinsip kemitraan yaitu kesetaraan, keterbukaan, dan saling menguntungan. Proses kemitraan ini menerapkan tahapan kemitraan secara urut dan terstruktur. Selanjutnya, pola kemitraan yang digunakan di dalam kemitraan ini adalah pola kemitraan linear collaborative of partnership. Pola kemitraan ini tidak membedakan besaran atau volume, legalitas, atau kekuatan para pihak yang bermitra, serta tujuan dan visi-misi kedua institusi lebih ditekankan di dalam menjalani kemitraan. Hal ini sesuai dengan yang terjadi antara kemitraan ini, dimana terdapat perbedaan peran namun tidak adanya dominasi kekuasaan. 
 
Kata Kunci: Kemitraan, Pemerintah, Lembaga Swadaya Masyarakat",KEMITRAAN DINAS SOSIAL PROVINSI LAMPUNG DAN LEMBAGA KESEJAHTERAAN SOSIAL AMANAH BUNDA DALAM REHABILITASI SOSIAL PENYANDANG DISABILITAS,TRUE,article,"[{'name': {'family': 'Ershanty', 'lineage': None, 'honourific': None, 'given': 'Devita'}, 'id': 'dev.ershanty@gmail.com'}, {'id': 'bambang6263@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Utoyo', 'given': 'Bambang'}}, {'id': 'symaarif@gmail.com', 'name': {'lineage': None, 'family': ""Ma'arif"", 'honourific': None, 'given': 'Syamsul'}}]",show,2020-11-16 01:23:00,archive,25139,2020-11-16 01:23:00,"[{'format': 'text', 'main': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'docid': 38926, 'files': [{'fileid': 227501, 'datasetid': 'document', 'hash': '523ab71619209ad3a1a3bbca023a12b3', 'mime_type': 'application/pdf', 'objectid': 38926, 'filesize': 586624, 'uri': 'http://repository.lppm.unila.ac.id/id/file/227501', 'filename': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-13 06:35:53'}], 'rev_number': 2, 'language': 'id', 'mime_type': 'application/pdf', 'eprintid': 25139, 'placement': 1, 'formatdesc': 'Artikel', 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38926'}, {'eprintid': 25139, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38927', 'format': 'text', 'main': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '523ab71619209ad3a1a3bbca023a12b3', 'fileid': 227504, 'datasetid': 'document', 'mtime': '2020-11-13 06:43:35', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227504', 'filename': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'filesize': 586624, 'objectid': 38927}], 'docid': 38927, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",436,,http://administrativa.fisip.unila.ac.id/index.php/1/,,,,published,,,,,185-199,2.0,2.0,,,,,,,,
16,,Universitas Airlangga,['FISIP2'],disk0/00/02/80/49,7,pub,,public,2021-02-23 02:13:10,['H1'],http://repository.lppm.unila.ac.id/id/eprint/28049,"Provincial Government of DKI Jakarta is making efforts to
build public spheres to change the image of the city to a more humanized city by building a Child Friendly Integrated Public Sphere (RPTRA) as an effort to support Jakarta to be the City of Child Friendly. Although RPTRA is the result of a partnership between the government and the private sector, RPTRA development project remains a momentum to optimize and expand public spheres that are accessible and controlled directly by the public in DKI Jakarta. This research is aimed at mapping the implementation model of deliberative democracy
based RPTRA. The location of this research is RPTRA Sungai Bambu and RPTRA Sunter Jaya Berseri which are located in North Jakarta Administration City. The research method used in this research is qualitative research by collecting information and data through direct observation, in-depth interview, and documentation, and also using literature study approach. The result of this research is the antithesis of RPTRA's current policy implementation practice which still has not made deliberative democracy as the basis of the whole implementation process of RPTRA development. Therefore, community involvement becomes an important input which should be taken seriously by the government from planning, development, management, to evaluation of RPTRA.",The Implementation Model of Deliberative Democracy Based Public Sphere in the Child Friendly Integrated Public Sphere (RPTRA) in North Jakarta,TRUE,book_section,"[{'name': {'lineage': None, 'family': 'Faedlulloh', 'honourific': None, 'given': 'Dodi'}, 'id': 'dodi.faedlulloh@fisip.unila.ac.id'}]",show,2021-02-23 02:13:10,archive,28049,2021-02-23 02:13:10,"[{'main': 'The Implementation Model of Deliberative Democracy Based Public Sphere in the  RPTRA in North Jakarta_compressed.pdf', 'files': [{'hash': '1bacbf530b9ffe80ee311696392d8d37', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 249817, 'mtime': '2021-02-22 17:18:29', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/249817', 'filename': 'The Implementation Model of Deliberative Democracy Based Public Sphere in the  RPTRA in North Jakarta_compressed.pdf', 'objectid': 42105, 'filesize': 166397}], 'docid': 42105, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 28049, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42105', 'security': 'public'}]",2755,,,,,,published,,,,,133 -142,,,"[{'id': 'dodi.faedlulloh@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Faedlulloh', 'honourific': None, 'given': 'Dodi'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",PROCEEDING IAPA INTERNATIONAL CONFERENCE 2017 UNIVERSITAS AIRLANGGA,,,,,,
17,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",Jurusan Administrasi Negara,['FISIP2'],disk0/00/03/13/52,6,pub,2714-7673,public,2021-05-30 15:30:23,['H1'],http://repository.lppm.unila.ac.id/id/eprint/31352,"Reformasi birokrasi saat ini menjadi suatu kebutuhan bagi aparatur pemerintahan. Reformasi dilakukan sebagai
upaya yang berkelanjutan yang pada setiap proses atau tahapannya diharapkan mampu memberikan perubahan
atau perbaikan ke arah yang lebih baik. Dengan diterapkannya reformasi diharapkan mampu mewujudkan
penyelenggaraan pemerintahan yang baik serta mampu membawa perubahan pada penyelenggaraan pelayanan
publik yang mampu memenuhi kebutuhan masyarakat. Salah satu bentuk pelayanan yang diselenggarakan oleh
pemerintah ialah pemenuhan kebutuhan kesehatan masyarakat. Pelayanan kesehatan merupakan sebuah konsep
yang dilakukan pemerintah guna memberikan layanan kesehatan kepada masyarakat sebagai salah satu hak
mendasar yang wajib terpenuhi. Penelitian ini berfokus untuk melihat bagaimana reformasi pelayanan kesehatan
primer yang dilakukan oleh Puskemas rawat inap sukabumi. Metode penelitian yang digunakan yaitu deskriptif
dengan pendekatan kualitatif, pengumpulan data dilakukan dengan teknik observasi, dokumentasi dan
wawancara. Hasil penelitian menunjukkan bahwa dalam reformasi pelayanan yang dijalankan oleh Puskemas
rawat inap sukabumi belum menunjukkan hasil yang optimal dikarenakan dalam upaya peningkatan kualitas
pelayanan publik baik dari segi Evaluasi kinerja pelayanan, Pembenahan sistem prosedur pelayanan, dan
peningkatan sumber daya aparatur masih perlu dilakukan beberapa perbaikan.","REFORMASI PELAYANAN KESEHATAN PRIMER PADA PUSKEMAS RAWAT
INAP SUKABUMI KOTA BANDAR LAMPUNG",TRUE,article,"[{'name': {'honourific': None, 'family': 'Handrio', 'lineage': None, 'given': 'Pinos'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Utoyo', 'given': 'Bambang'}, 'id': 'bambang6263@gmail.com'}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Yulianti', 'given': 'Devi'}}]",show,2021-05-30 15:30:23,archive,31352,2021-05-30 15:30:23,"[{'placement': 1, 'eprintid': 31352, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141672', 'security': 'public', 'main': 'Reformasi Pelayanan Kesehatan Primer Pada Puskesmas Rawat Inap Sukabumi Kota Bandal Lampung.pdf', 'files': [{'fileid': 371434, 'datasetid': 'document', 'hash': 'a02f2a85b93ca461541fe2e262cee21c', 'mime_type': 'application/pdf', 'objectid': 141672, 'filesize': 575942, 'filename': 'Reformasi Pelayanan Kesehatan Primer Pada Puskesmas Rawat Inap Sukabumi Kota Bandal Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/371434', 'hash_type': 'MD5', 'mtime': '2021-05-30 04:47:35'}], 'docid': 141672, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",63,,,,,,,,,,,,,,,,,,,,,
18,KomunItas International Journal,,['FISIP2'],disk0/00/02/29/02,6,pub,,public,2020-06-30 06:18:51,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22902,Hasil Penilaian Sejawat Sebidang atau Peer Review,Capitalism and Corporate In Lampung Local Politics,FALSE,article,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'honourific': None, 'lineage': None, 'family': 'Hermawan'}}]",show,2020-06-30 06:18:51,archive,22902,2020-06-30 06:18:51,"[{'eprintid': 22902, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36448', 'pos': 1, 'format': 'text', 'main': 'Penelitian 5.pdf', 'docid': 36448, 'files': [{'hash': '33ea437ea339a88d33fe79c043b503be', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 210148, 'mtime': '2020-06-30 06:01:56', 'hash_type': 'MD5', 'filename': 'Penelitian 5.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210148', 'filesize': 1236458, 'objectid': 36448}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",572,,,,,,,,,,,,,,,,,,,,,
19,"masyarakat, kebudayaan dan politik",,['FISIP2'],disk0/00/02/29/00,6,pub,,public,2020-06-30 06:18:47,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22900,Hasil Penilaian Sejawat Sebidang atau Peer Review,Clientelism In Bandar Lampung's Mayor Election:2018: A Case study of Herman H.N and Yusuf Kohar as candidate pair,FALSE,article,"[{'name': {'lineage': None, 'family': 'Hermawan', 'honourific': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",show,2020-06-30 06:18:47,archive,22900,2020-06-30 06:18:47,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36447', 'pos': 1, 'eprintid': 22900, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/210141', 'filename': 'Penelitian 4.pdf', 'filesize': 1201947, 'objectid': 36447, 'mtime': '2020-06-30 05:59:45', 'hash_type': 'MD5', 'hash': 'cd3d92ad536d1975d40231d6a0ad6f79', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 210141}], 'main': 'Penelitian 4.pdf', 'docid': 36447}]",572,,,,,,,,,,,,,,,,,,,,,
20,Jurnal Politik Indonesia,,['FISIP2'],disk0/00/02/29/03,6,pub,,public,2020-06-30 06:18:54,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22903,Hasil Penilaian Sejawat Sebidang atau Peer Review,Distribute Politics and Manipulative In Local Election.,FALSE,article,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'family': 'Hermawan', 'lineage': None, 'honourific': None, 'given': 'Dedy'}}]",show,2020-06-30 06:18:54,archive,22903,2020-06-30 06:18:54,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36449', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22903, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Penelitian 6.pdf', 'docid': 36449, 'files': [{'hash': '91ac7f6670bff6117a68a512596a76f6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 210154, 'mtime': '2020-06-30 06:03:21', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210154', 'filename': 'Penelitian 6.pdf', 'objectid': 36449, 'filesize': 1558624}], 'format': 'text'}]",572,,,,,,,,,,,,,,,,,,,,,
21,Jurnal Bina Praja,,['FISIP2'],disk0/00/02/28/99,6,pub,,public,2020-06-30 06:18:44,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22899,Hasil Review Teman Sejawat,Evaluation of Local Government Innovation Program in Lampung Province.,FALSE,article,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'family': 'Hermawan', 'lineage': None, 'honourific': None}}]",show,2020-06-30 06:18:44,archive,22899,2020-06-30 06:18:44,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 36446, 'main': 'Penelitian 3.pdf', 'files': [{'filesize': 1369213, 'objectid': 36446, 'filename': 'Penelitian 3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210135', 'hash_type': 'MD5', 'mtime': '2020-06-30 05:58:14', 'fileid': 210135, 'datasetid': 'document', 'hash': '605a425a0ff9885f720ff67c92d67da5', 'mime_type': 'application/pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36446', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22899}]",572,,,,,,,,,,,,,,,,,,,,,
22,Spirit Publik,,['FISIP2'],disk0/00/02/29/04,6,pub,,public,2020-06-30 06:18:57,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22904,Hasil Penilaian Sejawat Sebidang atau Peer Review,Kontroversi Implementasi Kebijakan Penenggalaman Kapal dalam Rangka Pemberantasan Illegal Fishing di Indonesia,FALSE,article,"[{'name': {'family': 'Hermawan', 'lineage': None, 'honourific': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",show,2020-06-30 06:18:57,archive,22904,2020-06-30 06:18:57,"[{'eprintid': 22904, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36450', 'pos': 1, 'format': 'text', 'main': 'Penelitian 7.pdf', 'files': [{'fileid': 210160, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd7d3c5bf4c89384e86f5ee5efb33e3f8', 'hash_type': 'MD5', 'mtime': '2020-06-30 06:04:50', 'objectid': 36450, 'filesize': 1190005, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210160', 'filename': 'Penelitian 7.pdf'}], 'docid': 36450, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",572,,,,,,,,,,,,,,,,,,,,,
23,Universitas Terbuka,,['FISIP2'],disk0/00/02/28/97,7,unpub,,public,2020-06-30 06:18:36,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22897,Hasil Review/Penilaian Sejawat,Membangun Partisipasi Publik Berbasis Perilaku: Studi Kasus di Provinsi Lampung,FALSE,article,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'honourific': None, 'family': 'Hermawan', 'lineage': None}}]",show,2020-06-30 06:18:36,archive,22897,2020-06-30 06:18:36,"[{'placement': 1, 'eprintid': 22897, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36444', 'pos': 1, 'security': 'public', 'main': 'Penelitian 1.pdf', 'files': [{'hash': '8dba86e9afaeac95040b3dc58f410ea3', 'mime_type': 'application/pdf', 'fileid': 210122, 'datasetid': 'document', 'mtime': '2020-06-30 05:49:19', 'hash_type': 'MD5', 'filename': 'Penelitian 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210122', 'objectid': 36444, 'filesize': 1088287}], 'docid': 36444, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",572,,,,,,,,,,,,,,,,,,,,,
24,Prosiding Semnas Teknologi Pertanian,,['FISIP2'],disk0/00/02/29/05,6,pub,,public,2020-06-30 06:19:01,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22905,Hasil Penilaian Sejawat Sebidang atau Peer Review,Partisipasi Berbasis Perilaku dalam Pengelolaan Program Partisipatif di Provinsi Lampung,FALSE,article,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Hermawan', 'given': 'Dedy'}}]",show,2020-06-30 06:19:01,archive,22905,2020-06-30 06:19:01,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36451', 'security': 'public', 'placement': 1, 'eprintid': 22905, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Penelitian 8.pdf', 'docid': 36451, 'files': [{'datasetid': 'document', 'fileid': 210166, 'mime_type': 'application/pdf', 'hash': 'a0c1369d28946f3418b8cde67f6d7ab5', 'hash_type': 'MD5', 'mtime': '2020-06-30 06:06:36', 'filesize': 1270824, 'objectid': 36451, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210166', 'filename': 'Penelitian 8.pdf'}], 'format': 'text'}]",572,,,,,,,,,,,,,,,,,,,,,
25,"International Journal of Business, Economics and Law",,['FISIP2'],disk0/00/02/28/98,6,pub,,public,2020-06-30 06:18:40,['H1'],http://repository.lppm.unila.ac.id/id/eprint/22898,Hasil Review Teman Sejawat,Public Policy Analysis Of Regional Tax Regulation In Energy And Mineral Resources Based On Local Government Concurrent Affairs.,FALSE,article,"[{'name': {'given': 'Dedy', 'honourific': None, 'lineage': None, 'family': 'Hermawan'}, 'id': 'hermawan.dedy@yahoo.com'}]",show,2020-06-30 06:18:40,archive,22898,2020-06-30 06:18:40,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Penelitian 2.pdf', 'files': [{'mtime': '2020-06-30 05:54:58', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210129', 'filename': 'Penelitian 2.pdf', 'objectid': 36445, 'filesize': 1361060, 'hash': '0186a4109be92af14072eac0a39e15e3', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 210129}], 'docid': 36445, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36445', 'pos': 1, 'eprintid': 22898, 'placement': 1}]",572,,,,,,,,,,,,,,,,,,,,,
