,subjects,date,uri,publisher,dir,divisions,status_changed,full_text_status,ispublished,rev_number,eprint_status,eprintid,datestamp,metadata_visibility,contributors,userid,documents,lastmod,type,creators,title,date_type,abstract,volume,publication,issn,pagerange,official_url,number,refereed,corp_creators,related_url,event_title,event_type,event_location,event_dates,pres_type,id_number,succeeds,place_of_pub
50,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29046,FKIP Univeresitas Lampung,disk0/00/02/90/46,['FKIP4'],2021-04-08 06:44:32,public,unpub,9,archive,29046,2021-04-08 06:44:32,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'format': 'text', 'main': 'Produksi Model LKS dan Media Animasi Berorientasi Keterampilan Generik Sains Pada Materi Kimia Kelas X SMA.pdf', 'files': [{'filesize': 3440413, 'objectid': 43156, 'filename': 'Produksi Model LKS dan Media Animasi Berorientasi Keterampilan Generik Sains Pada Materi Kimia Kelas X SMA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257679', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:36:51', 'fileid': 257679, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '08000fdffa619255c2459134f19af601'}], 'docid': 43156, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29046, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43156'}]",2021-04-08 06:44:32,other,"[{'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Wirya', 'honourific': None, 'given': 'I Wayan'}, 'id': None}, {'name': {'given': 'Suyadi', 'lineage': None, 'family': 'Suyadi', 'honourific': None}, 'id': 'suyadi.1974@eng.unila.ac.id'}, {'name': {'given': 'Eko', 'family': 'Suyanto', 'lineage': None, 'honourific': None}, 'id': 'ekosuyanto011@gmail.com'}]",Produksi Model LKS dan Media Animasi Berorientasi Keterampilan Generik Sains Pada Materi Kimia Kelas X SMA.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`', 'Prodi S1 Pendidikan Fisika']",,,,,,,,,
51,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29031,FKIP Univeresitas Lampung,disk0/00/02/90/31,['FKIP4'],2021-04-08 06:42:02,public,unpub,8,archive,29031,2021-04-08 06:42:02,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 43139, 'main': 'Efektivitas Model Pembelajaran Berbasis Multipel Representasi Dalam Membangun Model Mental Mahasiswa Topik Stoikiometri Reaksi.pdf', 'files': [{'objectid': 43139, 'filesize': 4818482, 'filename': 'Efektivitas Model Pembelajaran Berbasis Multipel Representasi Dalam Membangun Model Mental Mahasiswa Topik Stoikiometri Reaksi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257560', 'hash_type': 'MD5', 'mtime': '2021-04-08 04:03:19', 'fileid': 257560, 'datasetid': 'document', 'hash': 'a591a9da743a8ca29f21ebf9b684c4d0', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43139', 'eprintid': 29031, 'placement': 1}]",2021-04-08 06:42:02,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}, {'name': {'given': 'Leny', 'family': 'Yuanita', 'lineage': None, 'honourific': None}, 'id': 'yuanita@sby.dnet.net.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ibrahim', 'given': 'M'}, 'id': None}]",Efektivitas Model Pembelajaran Berbasis Multipel Representasi Dalam Membangun Model Mental Mahasiswa Topik Stoikiometri Reaksi.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
52,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29032,FKIP Univeresitas Lampung,disk0/00/02/90/32,['FKIP4'],2021-04-08 06:42:05,public,unpub,8,archive,29032,2021-04-08 06:42:05,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'format': 'text', 'main': 'Model Mental Mahasiwa Baru Dalam Memahami Konsep Struktur Atom Ditinjau Dari Pengetahuan Awal.pdf', 'files': [{'hash': '6dcb0886c2f0b592d758fb98a9936787', 'mime_type': 'application/pdf', 'fileid': 257568, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257568', 'filename': 'Model Mental Mahasiwa Baru Dalam Memahami Konsep Struktur Atom Ditinjau Dari Pengetahuan Awal.pdf', 'objectid': 43140, 'filesize': 3330240, 'mtime': '2021-04-08 04:06:41', 'hash_type': 'MD5'}], 'docid': 43140, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 29032, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43140', 'pos': 1}]",2021-04-08 06:42:05,other,"[{'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'yuanita@sby.dnet.net.id', 'name': {'family': 'Yuanita', 'lineage': None, 'honourific': None, 'given': 'Leny'}}, {'name': {'given': 'M', 'family': 'Ibrahim', 'lineage': None, 'honourific': None}, 'id': None}]",Model Mental Mahasiwa Baru Dalam Memahami Konsep Struktur Atom Ditinjau Dari Pengetahuan Awal.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
53,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28995,FKIP Univeresitas Lampung,disk0/00/02/89/95,['FKIP4'],2021-04-08 01:11:12,public,unpub,8,archive,28995,2021-04-08 01:11:12,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'placement': 1, 'eprintid': 28995, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43097', 'pos': 1, 'security': 'public', 'main': 'Supporting Student in Learning with Multiple Representation to Improve Student Mental Models on Atomic... Concept.pdf', 'files': [{'hash': 'be453199bbafd05a6087606b1ec0cb2a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 257236, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257236', 'filename': 'Supporting Student in Learning with Multiple Representation to Improve Student Mental Models on Atomic... Concept.pdf', 'filesize': 5048530, 'objectid': 43097, 'mtime': '2021-04-07 08:36:41', 'hash_type': 'MD5'}], 'docid': 43097, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-04-08 01:11:12,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Leny', 'family': 'Yuanita', 'lineage': None, 'honourific': None}, 'id': 'yuanita@sby.dnet.net.id'}, {'name': {'given': 'M', 'lineage': None, 'family': 'Ibrahim', 'honourific': None}, 'id': None}]",Supporting Students in Learning with Multiple Representation to Improve Student Mental Models on Atomic Structure Concepts.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
54,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29047,FKIP Univeresitas Lampung,disk0/00/02/90/47,['FKIP4'],2021-04-08 06:44:34,public,unpub,8,archive,29047,2021-04-08 06:44:34,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'docid': 43157, 'main': 'Keterkaitan Model Mental Mahasiswa Dengan Penguasaan Konsep Stoikiometri Sebelum Dan Sesudah Pembelajaran Dengan Model Simayang.pdf', 'files': [{'datasetid': 'document', 'fileid': 257688, 'hash': 'a23eb7404fce2aab98084eab76d28643', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:39:59', 'filesize': 3926525, 'objectid': 43157, 'filename': 'Keterkaitan Model Mental Mahasiswa Dengan Penguasaan Konsep Stoikiometri Sebelum Dan Sesudah Pembelajaran Dengan Model Simayang.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257688'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 29047, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43157', 'pos': 1, 'security': 'public'}]",2021-04-08 06:44:34,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}, {'name': {'family': 'Yuanita', 'lineage': None, 'honourific': None, 'given': 'Leny'}, 'id': 'yuanita@sby.dnet.net.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ibrahim', 'given': 'Muslimin'}, 'id': 'muslimin_ibrahim@yahoo.com'}]",Keterkaitan Model Mental Mahasiswa Dengan Penguasaan Konsep Stoikiometri Sebelum Dan Sesudah Pembelajaran Dengan Model Simayang.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA']",,,,,,,,,
55,"['L1', 'LB', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29048,FKIP Univeresitas Lampung,disk0/00/02/90/48,['FKIP4'],2021-04-08 06:45:00,public,unpub,9,archive,29048,2021-04-08 06:45:00,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'placement': 1, 'eprintid': 29048, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43158', 'pos': 1, 'security': 'public', 'main': 'Mental Models Of Students On Stoichiometry Concept In Learning By Method Based On Multiple Representation.pdf', 'files': [{'mtime': '2021-04-08 06:43:27', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257702', 'filename': 'Mental Models Of Students On Stoichiometry Concept In Learning By Method Based On Multiple Representation.pdf', 'filesize': 1094078, 'objectid': 43158, 'hash': 'e283292d277b87f0901c6473afcced4d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 257702}], 'docid': 43158, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-04-08 06:45:00,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}}, {'id': 'yuanita@sby.dnet.net.id', 'name': {'given': 'Leny', 'family': 'Yuanita', 'lineage': None, 'honourific': None}}, {'id': 'muslimin_ibrahim@yahoo.com', 'name': {'given': 'Muslimin', 'family': 'Ibrahim', 'lineage': None, 'honourific': None}}]",Mental Models of Students on Stoichiometry Concept In Learning By Method Based On Multiple Representation,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
56,['L1'],2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31476,IOP Publishing,disk0/00/03/14/76,['FKIP4'],2021-05-31 09:49:13,public,pub,12,archive,31476,2021-05-31 09:49:13,show,,435,"[{'files': [{'mtime': '2021-05-31 06:09:11', 'hash_type': 'MD5', 'filename': 'abe 4 2020 OK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372932', 'objectid': 142300, 'filesize': 902728, 'hash': '42778e256c7e9a69ac7119fc0a0262ff', 'mime_type': 'application/pdf', 'fileid': 372932, 'datasetid': 'document'}], 'main': 'abe 4 2020 OK.pdf', 'docid': 142300, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 31476, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142300', 'security': 'public'}]",2021-05-31 09:49:13,article,"[{'id': None, 'name': {'given': 'E', 'family': 'Surani', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Tri', 'honourific': None, 'family': 'Jalmo', 'lineage': None}, 'id': 'jalmotri@yahoo.com'}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Abdurrahman', 'given': 'Abdurrahman'}}]",STEM literacy load analysis on the planning and implementation of science learning on the topic of simple machine,published,"The purpose of this study was to determine STEM literacy in the planning and implementation of science learning on the topic of simple machine. This research method is a descriptive qualitative method. Data were obtained using observations, document analysis, and interviews, which involved 200 junior high school science teachers in six districts of Lampung province, data analyzed with percentage. The results of STEM literacy analysis on the planning of natural science learning on the topic of simple machine have a high category of planning average (61%) and the average category of implementation is also of a high category (65%). Data analysis shows that learning science in simple machine material had integrated STEM but focused more on science and rarely used technology in student learning. Also, teachers realize that applying the STEM approach makes student learning more relevant, stimulates the emergence of meaningful experiences, encourages students to think higher and solve problems and increase retention. So that by the demands of the revolutionary education era 4.0.",1572.0,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,,https://iopscience.iop.org/article/10.1088/1742-6596/1572/1/012062/meta,1.0,TRUE,,,,,,,,,,
57,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29039,FKIP Univeresitas Lampung,disk0/00/02/90/39,['FKIP4'],2021-04-08 06:44:15,public,unpub,8,archive,29039,2021-04-08 06:44:15,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'The Application of Discovery Learning Using Interactive Multimedia to Enhance Students Metacognition on the Content Area of Biological Inheritance.pdf', 'docid': 43149, 'files': [{'filename': 'The Application of Discovery Learning Using Interactive Multimedia to Enhance Students Metacognition on the Content Area of Biological Inheritance.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257626', 'filesize': 2738922, 'objectid': 43149, 'mtime': '2021-04-08 05:51:34', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c9375bda89c8f29ae9002ddf7f1b8d8d', 'datasetid': 'document', 'fileid': 257626}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43149', 'eprintid': 29039, 'placement': 1}]",2021-04-08 06:44:15,other,"[{'name': {'family': 'Susana', 'lineage': None, 'honourific': None, 'given': 'Afria'}, 'id': 'afria.susana@yahoo.co.id'}, {'name': {'given': 'Sunyono', 'honourific': None, 'lineage': None, 'family': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Jalmo', 'honourific': None, 'given': 'Tri'}, 'id': 'jalmotri@yahoo.com'}]",the Application of Discovery Learning Using Interactive Multimedia to Enhance Students' Metacognition on the Content Area of Biological Inheritance.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
58,['LB1603'],2020-10-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24725,,disk0/00/02/47/25,['FKIP4'],2020-11-09 09:12:16,public,submitted,10,archive,24725,2020-11-09 09:12:16,show,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Tyas Andani', 'given': 'Tyas Andani'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/CCP', 'name': {'given': 'Dewi lengkana', 'honourific': None, 'family': 'Dewi lengkana', 'lineage': None}, 'id': 'dewilenglana76@gmail.com'}, {'id': None, 'name': {'family': 'Tri Jalmo', 'lineage': None, 'honourific': None, 'given': 'Tri jalmo'}, 'type': 'http://www.loc.gov/loc.terms/relators/CCP'}, {'type': 'http://www.loc.gov/loc.terms/relators/CCP', 'name': {'given': 'Steyarini', 'family': 'Marina Setyarini', 'lineage': None, 'honourific': None}, 'id': 'setyarini_marina@yahoo.com'}]",992,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 1, 'docid': 38479, 'main': 'Representasi Horizontal  (ICOPE2).docx', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-09 03:59:01', 'filesize': 98990, 'objectid': 38479, 'uri': 'http://repository.lppm.unila.ac.id/id/file/224300', 'filename': 'Representasi Horizontal  (ICOPE2).docx', 'datasetid': 'document', 'fileid': 224300, 'hash': 'da3ddcee916c5f4d0af54f56d1734118', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38479', 'security': 'public', 'placement': 1, 'eprintid': 24725}]",2020-11-09 09:12:16,conference_item,"[{'id': None, 'name': {'honourific': None, 'family': 'Tyas Andani', 'lineage': None, 'given': 'Tyas Andani'}}, {'name': {'lineage': None, 'family': 'Dewi Lengkana', 'honourific': None, 'given': 'Dewi Lengkana'}, 'id': 'dewilengkana76@gmail.com'}, {'name': {'honourific': None, 'family': 'Tri Jamo', 'lineage': None, 'given': 'Tri Jalmo'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Marina Setyarini', 'given': 'Setyarini'}, 'id': 'setyarini_marina@yahoo.com'}]",Penggunaan Representasi Horizontal pada Buku IPA Siswa Pada Materi Energi dalam Sistem Kehidupan dan Pengaruhnya pada Keterampilan Berpikir Kritis dan Literasi Visual Siswa,submitted,"ABSTRACT
Penelitian ini bertujuan untuk mengidentifikasi penggunaan representasi horizontal yang disajikan dalam buku sains siswa dalam menjelaskan konsep, teori, dan fenomena ilmiah pada materi pelajaran energi serta dampaknya terhadap keterampilan berpikir kritis dan literasi visual siswa. Metode yang digunakan dalam penelitian ini adalah deskriptif kuantitatif. Sampel penelitian ini adalah seratus siswa di sepuluh sekolah menengah pertama di kota Bandar Lampung. Pengumpulan data dilakukan dengan angket dan lembar penilaian buku IPA siswa. Angket digunakan untuk mengetahui bahan ajar yang digunakan oleh siswa. Lembar penilaian digunakan untuk mengetahui jenis representasi horizontal pada buku IPA dan mengetahui pengaruhnya terhadap keterampilan berpikir kritis dan pencapaian literasi visual berdasarkan evaluasi dan aktivitas siswa pada buku tersebut. Hasil penelitian menunjukkan bahwa bahan ajar yang paling banyak digunakan siswa adalah buku IPA siswa kurikulum 2013 terbitan Kementerian Pendidikan dan Kebudayaan RI tahun 2017 dengan kategori sangat tinggi (97%). Jenis representasi horizontal yang paling banyak disajikan pada materi pelajaran energi adalah gambar, termasuk dalam kategori sangat tinggi (82,8%), sedangkan persamaan, diagram, bagan, grafik, tabel, dan animasi termasuk dalam kategori sangat rendah. Persentase aktivitas siswa dan evaluasi buku IPA yang sesuai dengan indikator keterampilan berpikir kritis berada pada kategori sedang, dan yang sesuai dengan indikator literasi visual berada pada kategori sangat rendah (10%).
KEYWORDS 
Representasi horizontal, Literasi visual, Keterampilan berpikir kritis",,,,1-5,,,TRUE,,[{'type': 'author'}],"The 2nd ICOPE 2020, October 17-18, Lampung, Indonesia",conference,Bandar Lampung,October 17-18,paper,,,
59,"['L1', 'LA', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29038,FKIP Univeresitas Lampung,disk0/00/02/90/38,['FKIP4'],2021-04-08 06:44:12,public,unpub,9,archive,29038,2021-04-08 06:44:12,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43148', 'security': 'public', 'placement': 1, 'eprintid': 29038, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'datasetid': 'document', 'fileid': 257617, 'hash': '27a3c9701644e0cbbe4a76c45ddcb97a', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 05:48:00', 'filesize': 4540733, 'objectid': 43148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257617', 'filename': 'Pengaruh Scaffolding dalam Pembelajaran SiMaYang untuk Meningkatkan Efikasi diri dan Penguasaan Konsep (Verlia dkk).pdf'}], 'main': 'Pengaruh Scaffolding dalam Pembelajaran SiMaYang untuk Meningkatkan Efikasi diri dan Penguasaan Konsep (Verlia dkk).pdf', 'docid': 43148, 'format': 'text'}]",2021-04-08 06:44:12,other,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Verlia', 'given': 'Santi'}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sunyono', 'given': 'Sunyono'}}, {'id': 'ilarosilawati@gmail.com', 'name': {'family': 'Rosilawati', 'lineage': None, 'honourific': None, 'given': 'Ila'}}]",Pengaruh Scaffolding dalam Pembelajaran SiMaYang untuk Meningkatkan Efikasi diri dan Penguasaan Konsep.,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
60,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29042,FKIP Univeresitas Lampung,disk0/00/02/90/42,['FKIP4'],2021-04-08 06:44:20,public,unpub,8,archive,29042,2021-04-08 06:44:20,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43152', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29042, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Measuring metacognitive ability based on science literacy in dynamic electricity topic.pdf', 'files': [{'mtime': '2021-04-08 06:18:56', 'hash_type': 'MD5', 'filename': 'Measuring metacognitive ability based on science literacy in dynamic electricity topic.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257646', 'objectid': 43152, 'filesize': 3056353, 'mime_type': 'application/pdf', 'hash': '4c9e4770f95c6c3d8f25940b99be6f95', 'datasetid': 'document', 'fileid': 257646}], 'docid': 43152, 'format': 'text'}]",2021-04-08 06:44:20,other,"[{'id': 'warniuuf@yahoo.co.id', 'name': {'lineage': None, 'family': 'Warni', 'honourific': None, 'given': 'Warni'}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'family': 'Sunyono', 'lineage': None, 'honourific': None, 'given': 'Sunyono'}}, {'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}]",Measuring metacognitive ability based on science literacy in dynamic electricity topic.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Pendidikan Fisika']",,,,,,,,,
