,place_of_pub,title,type,creators,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,ispublished,rev_number,status_changed,full_text_status,divisions,publisher,dir,uri,abstract,subjects,event_type,event_title,pres_type,refereed,pagerange,official_url,output_media,date_type,funders,event_location,event_dates,corp_creators,contributors,publication,related_url,number,volume,issn,id_number,contact_email,succeeds,monograph_type,book_title,pages,pedagogic_type,keywords
31,,Bukti Kehadiran AASEC2018 Diding Suhandy 2018,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155008', 'eprintid': 34489, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '[01]Bukti MATEC Suhandy.pdf', 'docid': 155008, 'files': [{'filename': '[01]Bukti MATEC Suhandy.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405722', 'filesize': 867132, 'objectid': 155008, 'mtime': '2021-10-11 13:43:47', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '37a5d800065fd79a8692f6d52ce95e31', 'datasetid': 'document', 'fileid': 405722}]}]",2021-10-12 01:15:49,337,show,34489,archive,2021-10-12 01:15:49,pub,7,2021-10-12 01:15:49,public,['FP18'],MATEC,disk0/00/03/44/89,http://repository.lppm.unila.ac.id/id/eprint/34489,"Ini merupakan bukti kehadiran seminar AASEC di Bandung (Luaran prosiding MATEC Diding Suhandy tahun 2018).
Judul artikel yg diterbitkan adalah:
The classification of arabica gayo wine coffee using UV-visible spectroscopy and PCA-DA method",['S1'],,,,,,,,,,,,"['University of Lampung', 'University of Lampung']",[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
32,,Bukti kehadiran seminar AASEC2018 Meinilwita Yulia (sebagai presenter),other,"[{'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '[02]Bukti MATEC Yulia.pdf', 'docid': 155009, 'files': [{'filesize': 960567, 'objectid': 155009, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405729', 'filename': '[02]Bukti MATEC Yulia.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-11 13:49:50', 'fileid': 405729, 'datasetid': 'document', 'hash': '17df6d09af0eca7fac724c93e779deb4', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155009', 'eprintid': 34490, 'placement': 1}]",2021-10-12 01:15:51,337,show,34490,archive,2021-10-12 01:15:51,pub,7,2021-10-12 01:15:51,public,['FP18'],MATEC,disk0/00/03/44/90,http://repository.lppm.unila.ac.id/id/eprint/34490,"Ini merupakan bukti kehadiran di seminar AAESEC2018 untuk publikasi di MATEC dengan judul:
Identification of fresh and expired ground roasted robusta coffee using UV-visible spectroscopy and chemometrics",['S1'],,,,,,,,,,,,"['University of Lampung', 'University of Lampung']",[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
33,,Bukti kehadiran seminar ICASMI2020 Diding Suhandy,other,"[{'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155019', 'pos': 1, 'eprintid': 34499, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 155019, 'main': '[09]Bukti ICASMI Diding Suhandy Journal of Physics Conference Series 1751.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/405795', 'filename': '[09]Bukti ICASMI Diding Suhandy Journal of Physics Conference Series 1751.pdf', 'objectid': 155019, 'filesize': 457356, 'mtime': '2021-10-11 22:28:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'aee921d04afc9c8e264828844cae84d4', 'fileid': 405795, 'datasetid': 'document'}]}]",2021-10-12 01:16:21,337,show,34499,archive,2021-10-12 01:16:21,pub,7,2021-10-12 01:16:21,public,['FP18'],IOP Publishing,disk0/00/03/44/99,http://repository.lppm.unila.ac.id/id/eprint/34499,"Ini adalah bukti kehadiran untuk publikasi dengan judul:
The Use of SIMCA Method and NIR Spectroscopy with Hand-Held Spectrometers Equipped with Integrating Sphere for Classification of
Two Different Indonesian Specialty Coffees",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
34,,Bukti kehadiran seminar ICASMI2020 Yulia,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 405788, 'hash': '4dd29e25325c01cf77a433f3c93e5f57', 'mime_type': 'application/pdf', 'objectid': 155018, 'filesize': 457462, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405788', 'filename': '[08]Bukti ICASMI Meinilwita Yulia Journal of Physics Conference Series 1751.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-11 22:26:32'}], 'main': '[08]Bukti ICASMI Meinilwita Yulia Journal of Physics Conference Series 1751.pdf', 'docid': 155018, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 34498, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155018'}]",2021-10-12 01:16:17,337,show,34498,archive,2021-10-12 01:16:17,pub,7,2021-10-12 01:16:17,public,['FP18'],IOP Publishing,disk0/00/03/44/98,http://repository.lppm.unila.ac.id/id/eprint/34498,"Ini adalah bukti kehadiran untuk publikasi dengan judul:
Simple analytical method based on UV-visible spectroscopy coupled with SIMCA method for authentication of Lampung robusta coffee with geographic indications (GIs)",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
35,,Bukti kehadiran seminar ICATES2020 Kusumiyati,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 155050, 'main': '[10]Dr Kusumiyati E-Sertifikat_Presenter_2020.pdf', 'files': [{'hash': 'bb708c6c7b2a7b484400ae2a44c0ab91', 'mime_type': 'application/pdf', 'fileid': 406031, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406031', 'filename': '[10]Dr Kusumiyati E-Sertifikat_Presenter_2020.pdf', 'objectid': 155050, 'filesize': 558518, 'mtime': '2021-10-13 04:22:34', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155050', 'eprintid': 34525, 'placement': 1}]",2021-10-13 10:13:14,337,show,34525,archive,2021-10-13 10:13:14,pub,7,2021-10-13 10:13:14,public,['FP18'],IOP Publishing,disk0/00/03/45/25,http://repository.lppm.unila.ac.id/id/eprint/34525,"Ini adalah bukti kehadiran untuk publikasi dengan judul: 
Fast and contactless assessment of intact mango fruit quality attributes using near infrared spectroscopy (NIRS)",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
36,,Bukti kehadiran seminar ICCST2020 Diding 1,other,"[{'name': {'family': 'Suhandy', 'lineage': None, 'honourific': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'docid': 155021, 'main': '[12]Bukti AIP Diding Suhandy 2342 Using UV-Visible.pdf', 'files': [{'filename': '[12]Bukti AIP Diding Suhandy 2342 Using UV-Visible.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405809', 'filesize': 1235748, 'objectid': 155021, 'mtime': '2021-10-11 22:40:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '50343f2bd6bd293a3bd033f62d555a81', 'fileid': 405809, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 34501, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155021', 'pos': 1, 'security': 'public'}]",2021-10-12 01:16:34,337,show,34501,archive,2021-10-12 01:16:34,pub,7,2021-10-12 01:16:34,public,['FP18'],AIP Publishing,disk0/00/03/45/01,http://repository.lppm.unila.ac.id/id/eprint/34501,"Ini bukti kehadiran untuk publikasi dengan judul:
Using UV-Visible Spectroscopy Coupled with Linear Discrimination Analysis to Discriminate between Monofloral and Multifloral Honey from Indonesia",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
37,,Bukti kehadiran seminar ICCST2020 Diding 2,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/155022', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34502, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 155022, 'main': '[13]Bukti AIP Diding Suhandy 2342 The Potential Application.pdf', 'files': [{'hash': 'a8822cb85eb58f1243cee745b5bd9a48', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 405816, 'mtime': '2021-10-11 22:43:01', 'hash_type': 'MD5', 'filename': '[13]Bukti AIP Diding Suhandy 2342 The Potential Application.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405816', 'objectid': 155022, 'filesize': 1236850}], 'format': 'text'}]",2021-10-12 01:16:36,337,show,34502,archive,2021-10-12 01:16:36,pub,7,2021-10-12 01:16:36,public,['FP18'],AIP Publishing,disk0/00/03/45/02,http://repository.lppm.unila.ac.id/id/eprint/34502,"Ini bukti kehadiran untuk publikasi dengan judul:
The Potential Application of Portable Spectrometer Equipped with Integrating Sphere and PLS-DA Method to Authenticate Indonesian Specialty Coffee",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
38,,Bukti kehadiran seminar ICCST2020 Yulia,other,"[{'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'format': 'text', 'files': [{'filename': '[11]Bukti AIP Meinilwita Yulia 2342.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405802', 'filesize': 1241658, 'objectid': 155020, 'mtime': '2021-10-11 22:38:09', 'hash_type': 'MD5', 'hash': '030d75e0f0190c7b6e230465d3b1e658', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 405802}], 'main': '[11]Bukti AIP Meinilwita Yulia 2342.pdf', 'docid': 155020, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34500, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155020', 'pos': 1}]",2021-10-12 01:16:23,337,show,34500,archive,2021-10-12 01:16:23,pub,7,2021-10-12 01:16:23,public,['FP18'],AIP Publishing,disk0/00/03/45/00,http://repository.lppm.unila.ac.id/id/eprint/34500,"Ini bukti kehadiran untuk publikasi dengan judul:
The Qualitative and Quantitative Analysis of Adulteration in Specialty Coffee from Tanggamus Lampung Using UV-Visible Spectroscopy and Chemometrics",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
39,,Bukti kehadiran seminar Icositer2018,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'docid': 155010, 'main': '[03]Bukti Icositer2018 IOP EES 258 Diding Suhandy Black Tea.pdf', 'files': [{'mtime': '2021-10-11 13:54:46', 'hash_type': 'MD5', 'filename': '[03]Bukti Icositer2018 IOP EES 258 Diding Suhandy Black Tea.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405736', 'objectid': 155010, 'filesize': 930060, 'hash': '99610b2aea794380d9874cee18246305', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 405736}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 34491, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155010', 'security': 'public'}]",2021-10-12 01:15:55,337,show,34491,archive,2021-10-12 01:15:55,pub,7,2021-10-12 01:15:55,public,['FP18'],IOP Publishing,disk0/00/03/44/91,http://repository.lppm.unila.ac.id/id/eprint/34491,"Judul artikel yang terbit:
Potential application of UV-visible spectroscopy and PLS-DA method to discriminate Indonesian CTC black tea according to grade levels",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
40,,Bukti kehadiran seminar Icositer2018,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155011', 'security': 'public', 'placement': 1, 'eprintid': 34492, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '[04]Bukti Icositer2018 IOP EES 258 Diding Suhandy Peaberry and Civet.pdf', 'files': [{'fileid': 405743, 'datasetid': 'document', 'hash': 'ffe82b4c2ef55a055e5c6c0123e4d9e6', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-11 13:58:43', 'objectid': 155011, 'filesize': 796741, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405743', 'filename': '[04]Bukti Icositer2018 IOP EES 258 Diding Suhandy Peaberry and Civet.pdf'}], 'docid': 155011, 'format': 'text'}]",2021-10-12 01:16:01,337,show,34492,archive,2021-10-12 01:16:01,pub,7,2021-10-12 01:16:01,public,['FP18'],IOP Publishing,disk0/00/03/44/92,http://repository.lppm.unila.ac.id/id/eprint/34492,"Ini bukti untuk publikasi dengan judul:
The authentication of peaberry and civet ground roasted robusta coffee using UV-visible spectroscopy and PLS-DA method with two different particle sizes",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
41,,Bukti kehadiran seminar Icositer2018,other,"[{'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 155012, 'main': '[05]Bukti Icositer2018 IOP EES 258 Yulia.pdf', 'files': [{'hash': '344330019913a1d922e750bdbd3925c2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 405750, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405750', 'filename': '[05]Bukti Icositer2018 IOP EES 258 Yulia.pdf', 'filesize': 828012, 'objectid': 155012, 'mtime': '2021-10-11 14:01:11', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155012', 'eprintid': 34493, 'placement': 1}]",2021-10-12 01:16:06,337,show,34493,archive,2021-10-12 01:16:06,pub,7,2021-10-12 01:16:06,public,['FP18'],IOP Publishing,disk0/00/03/44/93,http://repository.lppm.unila.ac.id/id/eprint/34493,"Ini bukti untuk publikasi dengan judul:
The Feasibility of Geographical Origin Discrimination of Lampung Robusta Coffee Using UV-Visible Spectroscopy and Chemometric Methods",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
42,,Bukti kehadiran seminar Icositer2019,other,"[{'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'placement': 1, 'eprintid': 34496, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155016', 'security': 'public', 'files': [{'fileid': 405774, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '20bfc98e1c55ebe92c9fa8235222aa40', 'hash_type': 'MD5', 'mtime': '2021-10-11 22:20:12', 'objectid': 155016, 'filesize': 1161837, 'filename': '[06]Bukti Icositer2019 IOP EES 537 Diding Suhandy.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405774'}], 'main': '[06]Bukti Icositer2019 IOP EES 537 Diding Suhandy.pdf', 'docid': 155016, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-10-12 01:16:12,337,show,34496,archive,2021-10-12 01:16:12,pub,7,2021-10-12 01:16:12,public,['FP18'],IOP Publishing,disk0/00/03/44/96,http://repository.lppm.unila.ac.id/id/eprint/34496,"Ini bukti kehadiran untuk publikasi dengan judul:
Unsupervised classification of three specialty coffees from Java based on principal component analysis and UV-visible spectroscopy",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
43,,Bukti kehadiran seminar Icositer2019 Yulia,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '[07]Bukti Icositer2019 IOP EES 537 Yulia.pdf', 'docid': 155017, 'files': [{'filesize': 1265687, 'objectid': 155017, 'filename': '[07]Bukti Icositer2019 IOP EES 537 Yulia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405781', 'hash_type': 'MD5', 'mtime': '2021-10-11 22:22:30', 'fileid': 405781, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '357a3b80b59844ee1b1d3502836717dd'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155017', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34497}]",2021-10-12 01:16:15,337,show,34497,archive,2021-10-12 01:16:15,pub,7,2021-10-12 01:16:15,public,['FP18'],IOP Publishing,disk0/00/03/44/97,http://repository.lppm.unila.ac.id/id/eprint/34497,"Ini adalah bukti kehadiran untuk publikasi dengan judul:
The potential application of UV-visible spectroscopy and chemometrics for discrimination of Lampung robusta coffee with different fermentations",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
44,,Bukti kehadiran seminar Icositer2020 Diding Suhandy,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'format': 'text', 'docid': 155023, 'main': '[14]Bukti Icositer2020 IOP EES 830 Diding Suhandy.pdf', 'files': [{'filesize': 345190, 'objectid': 155023, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405823', 'filename': '[14]Bukti Icositer2020 IOP EES 830 Diding Suhandy.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-11 22:58:19', 'fileid': 405823, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c0a81319409623547ebed3d1f3a07e46'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 34503, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155023', 'pos': 1}]",2021-10-12 01:16:38,337,show,34503,archive,2021-10-12 01:16:38,pub,7,2021-10-12 01:16:38,public,['FP18'],IOP Publishing,disk0/00/03/45/03,http://repository.lppm.unila.ac.id/id/eprint/34503,"Ini adalah bukti kehadiran untuk publikasi dengan judul:
Authentication of Six Indonesian Ground Roasted Specialty Coffees According to Variety and Geographical Origin using NIR Spectroscopy with Integrating Sphere",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
