,type,title,lastmod,editors,metadata_visibility,status_changed,rev_number,dir,divisions,funders,volume,uri,date_type,subjects,place_of_pub,isbn,refereed,userid,number,official_url,pages,documents,datestamp,eprint_status,id_number,eprintid,pagerange,full_text_status,ispublished,publisher,abstract,projects,date,book_title,series,publication,creators,pres_type,event_title,event_type,issn,related_url,corp_creators,department,institution,monograph_type,event_dates,event_location
63,article,Tindak Pidana Pemalsuan & Penipuan (objek tanah),2021-05-19 09:33:47,,show,2021-05-19 09:33:47,6,disk0/00/03/02/24,['FH2'],['Kanwil BPN Provinsi Lampung'],,http://repository.lppm.unila.ac.id/id/eprint/30224,,['K1'],,,FALSE,940,,,,"[{'docid': 135824, 'main': 'Tindak pidana penipuan dan pemalsuan.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-19 09:25:25', 'objectid': 135824, 'filesize': 125894, 'filename': 'Tindak pidana penipuan dan pemalsuan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358309', 'datasetid': 'document', 'fileid': 358309, 'mime_type': 'application/pdf', 'hash': '97b1fbe19299c9037d2b10ad152f13b6'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 30224, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135824', 'security': 'public'}]",2021-05-19 09:33:47,archive,940.0,30224,,public,unpub,,"Tuntutan dalam memenuhi kebutuhan hidup menyebabkan tindak kriminal semakin marak terjadi. Hal tersebut tidak lepas dari berbagai aspek sosial, lingkungan, dan aspek lainnya khususnya pada aspek ekonomi sehingga tidak menutup kemungkinan modus pelaku tindak kriminal itu sendiri semakin berkembang, baik itu dari segi pemikiran  maupun dari segi teknologi. Dalam hukum di Indonesia pemalsuan terhadap sesuatu merupakan salah satu bentuk tindak pidana yang telah diatur dalam Kitab Undang-Undang Hukum Pidana (KUHP).",['Penanganan Mafia Tanah'],2021-04-12 00:00:00.000000000,,,--,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}}]",,,,,,['FH Unila'],,,,,
64,other,Integrated Development Concept Dalam Pengaturan Pengadaan Tanah Untuk Kepentingan Umum Di Sekitar Bandar Udara,2021-11-11 02:34:52,,show,2021-11-11 02:34:52,7,disk0/00/03/58/63,['FH2'],['Dikti'],,http://repository.lppm.unila.ac.id/id/eprint/35863,,['K1'],Bandarlampung,,,940,,http://repository.lppm.unila.ac.id/,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156815', 'eprintid': 35863, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Laporan Kemajuan Hibah Penelitian Dasar Dikti_Sumarja (th 1).pdf', 'docid': 156815, 'files': [{'filesize': 312309, 'objectid': 156815, 'filename': 'Laporan Kemajuan Hibah Penelitian Dasar Dikti_Sumarja (th 1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/416599', 'hash_type': 'MD5', 'mtime': '2021-11-11 01:57:42', 'datasetid': 'document', 'fileid': 416599, 'hash': 'd42225192f8bfebcd8b5d60837252b95', 'mime_type': 'application/pdf'}]}]",2021-11-11 02:34:52,archive,940.0,35863,,public,unpub,Unila,Luaran tahun pertama penelitian ini (2021) adalah menghasilkan basis pijak berupa hasil analisis terhadap konsep dan pengaturan pengadaan tanah untuk kepentingan umum yang berlaku di Indonesia dikaitkan dengan pembangunan di sekitar bandar udara,['Hibah Penelitian Dasar'],2021-10-01 00:00:00.000000000,,,,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'family': 'Sumarja', 'lineage': None, 'honourific': None, 'given': 'FX'}}, {'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'nairobi.saibi@gmail.com', 'name': {'lineage': None, 'family': 'Nairobi', 'honourific': None, 'given': 'Nairobi'}}]",,,,,,"['Magister Ilmu Hukum Unila', 'FH Unila', 'FEB Unila']",,,,,
65,other,SOSIALISASI  SERTIPIKAT TANAH ELEKTRONIK UNTUK MEMBERIKAN JAMINAN KEAMANAN BAGI PEMILIK TANAH  DI KELURAHAN GEDUNGMENENG BARU KECAMATAN RAJABASA KOTA BANDAR LAMPUNG,2021-11-11 02:34:50,,show,2021-11-11 02:34:50,8,disk0/00/03/58/62,['FH2'],['Unila'],,http://repository.lppm.unila.ac.id/id/eprint/35862,,['K1'],Bandarlampung,,,940,,http://repository.lppm.unila.ac.id/,,"[{'placement': 1, 'eprintid': 35862, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156814', 'pos': 1, 'security': 'public', 'main': 'Laporan_lengkap_PkM_Gedungmeneng_sertipikat elektronik.pdf', 'docid': 156814, 'files': [{'hash': 'a321f6ad14bbc7df4e74936a00c0d6eb', 'mime_type': 'application/pdf', 'fileid': 416588, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/416588', 'filename': 'Laporan_lengkap_PkM_Gedungmeneng_sertipikat elektronik.pdf', 'filesize': 1827181, 'objectid': 156814, 'mtime': '2021-11-11 01:45:10', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-11-11 02:34:50,archive,940.0,35862,,public,unpub,Unila,"Tujuan menciptakan efisiensi pendaftaran tanah adalah kepastian hukum, perlindungan hukum, mengurangi jumlah sengketa, konflik dan perkara pertanahan. Salah satu upaya pencapaian tujuan itu melalui kebijakan sertipikat tanah elektronik. Sertipikat tanah elektronik tidak menghapus fungsi sertipikat tanah konvensional yang juga dapat menjadi alat bukti hukum yang sah atas kepemilikan tanah. Keuntungan sertipikat tanah elektronik adalah mengurangi pertemuan fisik antara pengguna dan penyedia layanan, meminimalisir biaya, pemalsuan, duplikasi serta mengurangi dampak Pandemi Covid-19. Keuntungan lainnya menaikkan nilai registering property dalam rangka memperbaiki peringkat kemudahan berusaha atau Ease of Doing Business (EoDB). 
Permasalahannya: 1) Bagaimanakah  meningkatkan pemahaman pemegang hak milik atas tanah  tentang sertipikat tanah elektronik?; 2) Bagaimanakah dan kapan warga masyarakat mendapatkan jaminan kepastian hukum terkait penerbitan sertipikat tanah elektronik?. Kegiatan ini bertujuan meningkatkan  pemahaman warga pemegang hak milik atas tanah  tentang sertipikat tanah elektronik, dan meningkatkan pemahaman dan pengetahuan untuk mendapatkan sertipikat tanah elektronik. 
Pemecahan masalah  masyarakat ini dilakukan dengan mengkomuni¬kasikan ketentuan hukum tentang sertipikat tanah elektronik, keunggulan, dan tata cara penerbitan sertipikat tanah elektronik, serta kebijakan pemerintah tentang sertipikat tanah elektronik. Kegiatan dilakukan dengan metode pemutaran video, ceramah  dan diskusi/tanyajawab. 
Hasil evaluasi akhir  menunjukkan  kenaikan tingkat pengetahuan dan pemahaman hukum  masyarakat   dari rata-rata 40,00 menjadi rata-rata  69,57. Penilaian diukur berdasarkan 10 pertanyaan yang sama terkait materi sosialiasi, yaitu: 1) Pengertian sertipikat tanah elektronik, 2) Keunggulan sertipikat tanah elektronik, 3) Tata cara penerbitan sertipikat tanah elektronik, dan 4) Penggantian sertipikat analog menjadi sertipikat eletronik. Dengan demikian khalayak sasaran  memiliki  pengetahuan tentang sertipikat tanah elektronik termasuk keunggulan-keunggulannya, dan memiliki pengetahuan  dan  kemampuan  untuk mengurus dan mendapatkan sertipikat tanah elektonik.",['Pengabdian DIPA Unila'],2021-09-01 00:00:00.000000000,,,,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Akib', 'given': 'Muhammad'}}, {'name': {'given': 'Hamidah', 'family': 'Upik', 'lineage': None, 'honourific': None}, 'id': None}]",,,,,,"['Magister Ilmu Hukum', 'Doktor Ilmu hukum', 'Ilmu hukum']",,,,,
66,article,PROBLEMATIKA PERLINDUNGAN LAHAN PERTANIAN BERKELANJUTAN PASCA UNDANG-UNDANG CIPTA KERJA,2021-05-28 00:59:17,,show,2021-05-28 00:59:17,20,disk0/00/03/07/00,['FH2'],['Fakultas Hukum Unila'],,http://repository.lppm.unila.ac.id/id/eprint/30700,,['K1'],,,FALSE,940,,,,"[{'placement': 1, 'eprintid': 30700, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138398', 'pos': 1, 'formatdesc': '---', 'security': 'public', 'main': 'Problematika Perlindungan Lahan Pertanian Berkelanjutan.pdf', 'files': [{'filesize': 629934, 'objectid': 138398, 'filename': 'Problematika Perlindungan Lahan Pertanian Berkelanjutan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/364136', 'hash_type': 'MD5', 'mtime': '2021-05-25 02:25:03', 'datasetid': 'document', 'fileid': 364136, 'hash': 'f5851501c0d5ddd826310bc43697a61c', 'mime_type': 'application/pdf'}], 'docid': 138398, 'format': 'text', 'rev_number': 3, 'language': 'id', 'mime_type': 'application/pdf'}]",2021-05-28 00:59:17,archive,940.0,30700,,public,unpub,,"Penelitian ini untuk mengkaji problematika perlindungan lahan pertanian berkelanjutan pasca Undang-Undang Cipta Kerja dan menemukan solusinya. Metode penelitiannya adalah metode penelitian normatif dengan pendekatan statute approach dan menggunakan content analysis. Temuan dari penelitian ini adalah perubahan regulasi perlindungan lahan pertanian yang dapat menyebabkan menyusutnya lahan pertanian secara signifikan dan mengancam kelompok tani demi investasi. Penghapusan kewajiban menyediakan tanah pengganti bagi petani terdampak, tidak menguntungkan bagi petani, karena ia akan kehilangan lahan pertaniannya. Solusinya, pemerintah dalam menetapkan lokasi proyek pembangunan harus menghindari penggunaan lahan pertanian yang subur/produktif.",['Hibah Penelitian DIPA FH Unila 2021'],2021-05-25 00:00:00.000000000,,,---,"[{'name': {'family': 'Sumarja', 'lineage': None, 'honourific': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'id': None, 'name': {'given': 'Tisnanta', 'family': 'HS', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Eddy', 'honourific': None, 'given': 'Rifai'}, 'id': None}]",,,,,,"['FH Unila', 'FH Unila', 'FH Unila']",,,,,
67,other,Problematika Perlindurignn Lahan Pertanian Berkelanjutan Pasca Diterbitkannya Undang-Undang Cipta Kerja,2021-11-06 05:37:12,,show,2021-11-06 05:37:12,10,disk0/00/03/52/40,['FH2'],['FH Unila'],,http://repository.lppm.unila.ac.id/id/eprint/35240,,['K1'],Bandarlampung,,,940,,http://repository.lppm.unila.ac.id/,,"[{'format': 'text', 'main': 'FX Sumarja_LAPORAN HASIL (lengkap)-dikompresi.pdf', 'files': [{'fileid': 411640, 'datasetid': 'document', 'hash': '4861431b4032886831302b54429ecfdf', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-06 04:41:56', 'objectid': 156039, 'filesize': 424593, 'filename': 'FX Sumarja_LAPORAN HASIL (lengkap)-dikompresi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/411640'}], 'docid': 156039, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 35240, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156039', 'pos': 1}]",2021-11-06 05:37:12,archive,940.0,35240,,public,unpub,---,"Perlindungan lahan pertanian pangan berkelanjutan merupakan sebuah sistem dan proses dalam merencanakan, menetapkan, mengembangkan, memanfaatkan, membina, mengendalikan, dan mengawasi lahan pertanian pangan dan kawasannya secara berkelanjutan. Kebutuhan akan lahan yang semakin mengalami peningkatan, menjadikan lahan bersifat langka.Kelangkaan lahan berdampak pada berkurangnya lahan pertanian yang dijadikan objek berbagai pembangunan.
Kekhawatiran lahan pertanian yang semakin menurun luasannya, pada akhirnya membuat pemerintah menerbitkan sebuah regulasi yang khusus melindungi lahan pertanian yakni Undang-Undang Nomor 41 Tahun 2009 tentang Perlindungan Lahan Pertanian Pangan Berkelanjutan. Regulasi tersebut diharapkan dapat menjadi filter dan juga perlindungan hukum terhadap alih fungsi lahan pertanian. Walaupun sudah ada UU PLP2B, alih fungsi lahan pertanian masih sering terjadi, bahkan jumlahnya semakin meningkat dari tahun 2011 seluas
110.000 ha dan tahun 2019 jumlahnya meningkat menjadi 150.000 ha.
Tujuan penelitian ini adalah untuk menemukan problematika yang ada dalam UU PLP2B dan setelah adanya UU Cipta Kerja.Permasalahan yang akan dikaji dalam penelitian ini adalah: Pertama, Problematika Perlindungan Lahan Pertanian Berkelanjutan Pasca Undang-Undang Nomor 11 Tahun 2020 Tentang Cipta Kerja;Kedua, bagaimana solusi Problematika Perlindungan Lahan Pertanian Berkelanjutan Pasca Undang-Undang Nomor 11 Tahun 2020 Tentang Cipta  Kerja.
Metode penelitian yang digunakan adalah metode penelitian normatif, dengan menggunakan pendekatan statute approach terkait Problematika Perlindungan Lahan Pertanian Berkelanjutan Pasca Undang-Undang Nomor 11 Tahun 2020 Tentang Cipta Kerja.Sumber data yang digunakan adalah data primer dan sekunder. Pengumpulan data melalui studi kepustakaan dan penelitian, kemudian dianalisis secara kualitatif.Selain itu juga diadakan pemeriksaan mendalam terhadap fakta hukum tersebut untuk kemudian mengusahakan pemecahan atas permasalahan yang timbul.
Penelitian ini mengacu pada substansi UU PLP2B dan Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja. Adanya perubahan UU PLP2B yang terdapat dalam UU Cipta Kerja tersebut akan semakin mempermudah alih fungsi lahan pertanian, dan memberi dampak buruk terhadap petani karena kehilangan lahan. Ketika Proyek Strategi Nasional disandingkan dengan Kepentingan Umum sebagai syarat sebuah lahan pertanian dapat dialihfugsikan hal tersebut tidak kompatibel karena orientasi atas Proyek Strategis Nasional yang lebih mengarah ke pembangunan investasi, hal tersebut menjadi problematika tersendiri pasca diterbitkannya UU Cipta Kerja.",['Penelitian DIPA FH Unila 2021'],2021-09-01 00:00:00.000000000,,,,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'family': 'Sumarja', 'lineage': None, 'honourific': None, 'given': 'FX'}}, {'id': None, 'name': {'given': 'Tisnanta', 'family': 'HS', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Rifai', 'honourific': None, 'lineage': None, 'family': 'Eddy'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rodhi', 'given': 'Rodhi'}, 'id': None}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Ilmu Hukum', 'Magister Ilmu Hukum', 'Magister Ilmu Hukum', 'Alumni FH Unila']",,,,,
68,book_section,IMPLIKASI UNDANG-UNDANG CIPTA KERJA TERHADAP PENGEMBANAN HUKUM DI INDONESIA,2023-05-04 07:46:10,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}}, {'name': {'family': 'siswanto', 'lineage': None, 'honourific': None, 'given': 'Heni'}, 'id': None}]",show,2023-05-04 07:46:10,8,disk0_bak/00/05/10/57,['FH2'],['Magister Ilmu Hukum Unila'],1,http://repository.lppm.unila.ac.id/id/eprint/51057,published,['K1'],Bandar Lampung,978-623-418-003-9,TRUE,940,1,,1.0,"[{'eprintid': 51057, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190774', 'pos': 1, 'format': 'text', 'docid': 190774, 'main': 'IMPLIKASI UU CIPTA KERJA  Nov 2021 _2__keil-dikompresi.pdf', 'files': [{'mtime': '2023-05-04 06:36:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/549071', 'filename': 'IMPLIKASI UU CIPTA KERJA  Nov 2021 _2__keil-dikompresi.pdf', 'filesize': 2243973, 'objectid': 190774, 'mime_type': 'application/pdf', 'hash': 'c0b48b82518e44a8eab3b70739094d25', 'datasetid': 'document', 'fileid': 549071}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-05-04 07:46:10,archive,1.0,51057,1-480,public,pub,Pusaka Media,"Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja
(UU Cipta Kerja) yang disahkan pada 02 November 2020 merupakan produk hukum dengan bentuk omnibus law. Omnibus law merupakan satu undang-undang yang mengubah beberapa undang-undang sektoral yang berdampak untuk pembangunan dan
penegakan hukum di Indonesia. UU Cipta Kerja memicu timbulnya beragam persoalan hukum baik hukum administrasi negara, hukum pidana, hukum perdata, dan hukum kesehatan dengan banyaknya perubahan pengaturan. UU Cipta kerja memiliki kelebihan dan kekurangan dalam hal pengendalian serta pemberian solusi terhadap masalah pembangunan hukum dalam revolusi industri 4.0 serta penegakan hukum pidana dan penegakan hukum administrasi yang mendasarkan pada nilai-nilai yang tidak sekedar mengedepankan aspek kepastian hukum, juga aspek-aspek kemanfaatan dan keadilan.",['Seri Diskusi'],2021-11-15 00:00:00.000000000,IMPLIKASI UNDANG-UNDANG CIPTA KERJA TERHADAP PENGEMBANAN HUKUM DI INDONESIA,1,,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}}, {'name': {'family': 'siswanto', 'lineage': None, 'honourific': None, 'given': 'Heni'}, 'id': None}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['FH Unila', 'FH Unila']",,,,,
69,book_section,"MODEL REGULASI DAERAH
PEMENUHAN ASI EKSKLUSIF",2023-04-14 02:14:04,"[{'name': {'given': 'Muhtadi', 'family': 'Muhtadi', 'lineage': None, 'honourific': None}}]",show,2023-04-14 02:14:04,7,disk0_bak/00/05/05/09,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/50509,,['K1'],Bandar Lampung,978-623-6024-93-5,FALSE,888,,,55.0,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190211', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50509, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'MODEL REGULASI DAERAH PEMENUHAN ASI EKSKLUSIF.pdf', 'docid': 190211, 'files': [{'datasetid': 'document', 'fileid': 544814, 'hash': 'df991baa9d275890e22258b69a95ff4a', 'mime_type': 'application/pdf', 'filesize': 2032448, 'objectid': 190211, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544814', 'filename': 'MODEL REGULASI DAERAH PEMENUHAN ASI EKSKLUSIF.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-14 02:00:25'}], 'format': 'text'}]",2023-04-14 02:14:04,archive,,50509,1-55,public,pub,Pusaka Media,,,2021-11-01 00:00:00.000000000,MODEL REGULASI DAERAH PEMENUHAN ASI EKSKLUSIF,,,"[{'name': {'given': 'Yulia', 'honourific': None, 'lineage': None, 'family': 'Yulia Neta'}, 'id': 'yulia.neta@fh.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}]",,,,,,,,,,,
70,article,INISIASI KELOMPOK SISWA SADAR HUKUM PADA SISWA SMA YP UNILA BANDAR LAMPUNG,2023-04-13 03:41:08,,show,2023-04-13 03:41:08,7,disk0_bak/00/05/04/62,['FH2'],,5,http://repository.lppm.unila.ac.id/id/eprint/50462,,['K1'],,,FALSE,765,3,,,"[{'language': 'id', 'rev_number': 2, 'mime_type': 'application/pdf', 'docid': 190166, 'main': 8, 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-13 03:14:39', 'filesize': 124315, 'objectid': 190166, 'filename': 8, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544476', 'fileid': 544476, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2dad0242a8584bae7ad5cd46833e39da'}], 'format': 'slideshow', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190166', 'security': 'public', 'placement': 1, 'eprintid': 50462}]",2023-04-13 03:41:08,archive,,50462,,public,pub,,,,2021-11-03 00:00:00.000000000,,,INISIASI KELOMPOK SISWA SADAR HUKUM PADA SISWA SMA YP UNILA BANDAR LAMPUNG,"[{'name': {'given': 'Raharjo', 'honourific': None, 'lineage': None, 'family': 'eko'}, 'id': 'eko.raharjo@fh.unila.ac.id'}]",,,,,,,,,,,
71,article,KONSTRUKSI PENEGAKAN HUKUM TERHADAP PEMBAJAKAN FILM,2023-04-13 03:40:50,,show,2023-04-13 03:40:50,7,disk0_bak/00/05/04/54,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/50454,,['K1'],,,FALSE,765,,,,"[{'main': 6, 'files': [{'filename': 6, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544430', 'objectid': 190160, 'filesize': 902407, 'mtime': '2023-04-13 02:56:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '7126efdd0053d02d708ca7277e60d4ad', 'datasetid': 'document', 'fileid': 544430}], 'docid': 190160, 'format': 'slideshow', 'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 2, 'placement': 1, 'eprintid': 50454, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190160', 'pos': 1, 'security': 'public'}]",2023-04-13 03:40:50,archive,,50454,,public,pub,,,,2021-10-06 00:00:00.000000000,,,KONSTRUKSI PENEGAKAN HUKUM TERHADAP PEMBAJAKAN FILM,"[{'name': {'given': 'Raharjo', 'family': 'eko', 'lineage': None, 'honourific': None}, 'id': 'eko.raharjo@fh.unila.ac.id'}]",,,,,,,,,,,
72,article,EVALUASI PUTUSAN MAHKAMAH KONSTITUSI TERKAIT HUKUM PERDATA INTERNASIONAL,2023-04-13 03:40:43,,show,2023-04-13 03:40:43,7,disk0_bak/00/05/04/53,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/50453,,['K1'],,,FALSE,765,,,,"[{'format': 'slideshow', 'docid': 190159, 'main': 5, 'files': [{'datasetid': 'document', 'fileid': 544420, 'hash': '787c2ee1e44c3682e921f58ba7eb77b6', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:48:45', 'filesize': 613107, 'objectid': 190159, 'filename': 5, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544420'}], 'mime_type': 'application/pdf', 'language': 'id', 'rev_number': 2, 'eprintid': 50453, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190159'}]",2023-04-13 03:40:43,archive,,50453,,public,pub,,,,2021-09-11 00:00:00.000000000,,,EVALUASI PUTUSAN MAHKAMAH KONSTITUSI TERKAIT HUKUM PERDATA INTERNASIONAL,"[{'id': 'eko.raharjo3@gmail.com', 'name': {'given': 'eko', 'honourific': None, 'lineage': None, 'family': 'eko raharjo'}}]",,,,,,,,,,,
73,article,IMPLEMENTATION OF THE CONSTITUTIONAL COURT DECISION IN CRIMINAL LAW,2023-04-13 03:40:59,,show,2023-04-13 03:40:59,7,disk0_bak/00/05/04/58,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/50458,,['K1'],,,FALSE,765,,,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190165', 'eprintid': 50458, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'slideshow', 'docid': 190165, 'main': 7, 'files': [{'hash': '99e236fb679ab6e9f0e0b16dc1e59275', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 544462, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544462', 'filename': 7, 'objectid': 190165, 'filesize': 156071, 'mtime': '2023-04-13 03:10:36', 'hash_type': 'MD5'}]}]",2023-04-13 03:40:59,archive,,50458,,public,pub,,,,2021-08-05 00:00:00.000000000,,,IMPLEMENTATION OF THE CONSTITUTIONAL COURT DECISION IN CRIMINAL LAW,"[{'id': 'eko.raharjo3@gmail.com', 'name': {'given': 'eko', 'lineage': None, 'family': 'eko raharjo', 'honourific': None}}]",,,,,,,,,,,
74,monograph,Maladministration in Land Dispute Resolution Services in the Lampung Provincial National Land Agency,2021-06-18 01:49:34,,show,2021-06-18 01:49:34,7,disk0/00/03/26/53,['FH2'],['FH Unila'],,http://repository.lppm.unila.ac.id/id/eprint/32653,published,['K1'],European Union Digital Library,,,940,,https://eudl.eu/doi/10.4108/eai.5-8-2019.2308643,3.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 148339, 'main': 'eai.5-8-2019.2308643 (maladminitrasi 8 Juni 2021).pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-17 08:05:00', 'objectid': 148339, 'filesize': 334045, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386351', 'filename': 'eai.5-8-2019.2308643 (maladminitrasi 8 Juni 2021).pdf', 'datasetid': 'document', 'fileid': 386351, 'hash': '9365804e33ab028c4d95632c9fdaaeed', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148339', 'security': 'public', 'placement': 1, 'eprintid': 32653}]",2021-06-18 01:49:34,archive,940.0,32653,,public,pub,EAI,"Land dispute as a crucial problem in Indonesia, where handling is still less effective and efficient. This argument is based on the results of a systemic study ""Potential Maladministration in Services for Settling Land Disputes and Blocking Land at the Land Office in Lampung Province"" by the Team of Lampung Pro-Province Ombudsman Study on 7 (seven) Land Offices in Lampung Province in 2018. There were indications of maladministration in the flow of land dispute resolution at the Lampung Province National Land Agency (BPN). The indications of maladministration are a reflection of the quality of BPN services. This study is a normative juridical legal research, and the problem approach used are legislation approach and conceptual approach. Secondary data used were the results of a systemic study by the Lampung Province Ombudsman team and other legal materials. Data analysis used is quantitative data analysis. The results of the study show that the causes of maladministration are caused by a lack of competencies in human resources and various obstacles. The BPN bureaucracy is also classified as Pre-Bureaucratic because there is still a flow of dispute resolution that is not following the Minister of Agrarian Regulation and Spatial Planning No. 11 of 2016 concerning Land Settlement. BPN needs to improve the quality of its bureaucratic structure to provide effective and efficient dispute resolution services.","['I-COFFEES 2019, 5-6 August 2019, Bandar Lampung, Lampung, Indonesia']",2021-06-08 00:00:00.000000000,,,,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'shandi', 'given': 'patria Airlangga'}}, {'id': None, 'name': {'given': 'HS', 'honourific': None, 'lineage': None, 'family': 'Tisnanta'}}, {'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'honourific': None, 'lineage': None, 'family': 'Sumarja'}}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Hukum Unila', 'FH Unila', 'FH Unila']",Fakultas Hukum,Universitas Lampung,discussion_paper,,
