,title,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,publisher,dir,divisions,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,uri,abstract,publication,refereed,contact_email,pagerange,number,official_url,issn,volume,event_title,event_type,pres_type,event_dates,event_location,note,corp_creators,contributors,id_number,related_url
10,Similarity: On the locating chromatic number of certain barbell graphs,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}]",show,2022-06-10 07:36:00,archive,42297,2022-06-10 07:36:00,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/164003', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42297, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 164003, 'main': 'IS24% - On_the_Locating_Chromatic_Number_of_Certain_Barbel.pdf', 'files': [{'mtime': '2022-06-10 07:14:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465491', 'filename': 'IS24% - On_the_Locating_Chromatic_Number_of_Certain_Barbel.pdf', 'objectid': 164003, 'filesize': 1760313, 'mime_type': 'application/pdf', 'hash': '94b5511e6e7bf636ed553b90c81a1ba4', 'fileid': 465491, 'datasetid': 'document'}], 'format': 'text'}]",821,Universitas Lampung,disk0/00/04/22/97,['FMIPA9'],8,unpub,public,2022-06-10 07:36:00,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/42297,,,,,,,,,,,,,,,,,,,
11,Similarity: The locating chromatic number of a disjoint union of some double stars,other,"[{'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}]",show,2022-06-10 07:36:11,archive,42302,2022-06-10 07:36:11,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'fileid': 465521, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '94dabd58e944413f5498c5e74a8108e5', 'objectid': 164007, 'filesize': 1292655, 'filename': 'IS23% - The_Locating__Chromatic_Number_of_a_Disjoint_Union.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465521', 'hash_type': 'MD5', 'mtime': '2022-06-10 07:28:53'}], 'main': 'IS23% - The_Locating__Chromatic_Number_of_a_Disjoint_Union.pdf', 'docid': 164007, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164007', 'eprintid': 42302, 'placement': 1}]",821,Universitas Lampung,disk0/00/04/23/02,['FMIPA9'],7,unpub,public,2022-06-10 07:36:11,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/42302,,,,,,,,,,,,,,,,,,,
12,Similarity: The locating chromatic number of subdivision firecracker graphs,other,"[{'id': 'asmiati.1976@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}}]",show,2022-06-10 07:36:08,archive,42300,2022-06-10 07:36:08,"[{'main': 'IS24% - The_Locating_Chromatic_Number_of____Subdivision_Fi.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'b08dcc2801bbc583c079e99f1fb9bb1e', 'fileid': 465513, 'datasetid': 'document', 'mtime': '2022-06-10 07:25:14', 'hash_type': 'MD5', 'filename': 'IS24% - The_Locating_Chromatic_Number_of____Subdivision_Fi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465513', 'filesize': 1674883, 'objectid': 164006}], 'docid': 164006, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 42300, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164006', 'pos': 1, 'security': 'public'}]",821,Universitas Lampung,disk0/00/04/23/00,['FMIPA9'],7,unpub,public,2022-06-10 07:36:08,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/42300,,,,,,,,,,,,,,,,,,,
13,"Partition Dimension of Generalized Petersen Graphs Pn;k for
k = 1; 2",conference_item,"[{'name': {'given': 'Asmiati', 'honourific': None, 'family': 'Asmiati', 'lineage': None}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}, {'id': '.', 'name': {'given': 'Akmal', 'honourific': None, 'family': 'Junaidi', 'lineage': None}}]",show,2019-10-29 02:51:09,archive,14635,2019-10-29 02:51:09,,821,,disk0/00/01/46/35,['FMIPA9'],7,unpub,none,2019-10-29 02:51:09,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/14635,"The partition dimension was firstly studied by Chartrand et al. in [1] [2]. Let G =
(V;E) be a finite, simple, and connected graph. For an ordered k-partition � =
fS1; S2; :::; Skg of V (G) and a vertex v 2 V (G), the representation of v with respect
to � is defined as the k-vector r(vj�) = (d(v; S1); d(v; S2); :::; d(v; Sk)). The partition
� is called a resolving partition if the k-vectors r(vj�); v 2 V (G) are distinct.
The minimum k for which there is a resolving k-partition of V (G) is the partition
dimension of G, denoted by pd(G).
The generalized Petersen graph P(n;m), n � 3 and 1 � m � d(n",,TRUE,,,,,,,International Conference on Graph Theory and Information Security,conference,speech,17-19 Juli 2019,Jember,,,,,
14,"ANALISIS PENEMPATAN SENSOR PADA GEDUNG BERTINGKAT
DENGAN PENDEKATAN DIMENSI METRIK GRAF (Tahun 1)",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}, 'id': 'asmiati308@yahoo.com'}, {'name': {'family': 'Suhadi', 'lineage': None, 'honourific': None, 'given': 'Widosaputro'}, 'id': None}, {'name': {'given': 'Akmal', 'honourific': None, 'lineage': None, 'family': 'Akmal Junaidi'}, 'id': 'akmal.junaidi@fmipa@unila.ac.id'}]",show,2020-12-28 03:40:04,archive,27163,2020-12-28 03:40:04,"[{'eprintid': 27163, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41177', 'format': 'text', 'main': 'Laporan Kompetensi 2018.pdf', 'docid': 41177, 'files': [{'mime_type': 'application/pdf', 'hash': '7e8aa0c76f995307f4ad5fb08dcdafd3', 'datasetid': 'document', 'fileid': 243409, 'filename': 'Laporan Kompetensi 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243409', 'filesize': 1460170, 'objectid': 41177, 'mtime': '2020-12-28 03:30:13', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",821,Universitas Lampung,disk0/00/02/71/63,['FMIPA9'],8,unpub,public,2020-12-28 03:40:04,completed,['QA'],http://repository.lppm.unila.ac.id/id/eprint/27163,,,,,,,,,,,,,,,,,,,
15,Transient Flows of Newtonian Fluid Through a Rectangular Microchannel with Slip Boundary,other,"[{'id': None, 'name': {'given': 'Wiwatanapataphe', 'honourific': None, 'family': 'Benchawan', 'lineage': None}}, {'id': None, 'name': {'given': 'Y H', 'family': 'Wu', 'lineage': None, 'honourific': None}}, {'id': 'suharsono.1962@fmipa.unila.ac.id', 'name': {'given': 'Suharsono', 'honourific': None, 'family': 'Suharsono', 'lineage': None}}]",show,2019-11-14 11:19:14,archive,16331,2019-11-14 11:19:14,"[{'placement': 1, 'eprintid': 16331, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29435', 'security': 'public', 'main': 'Transient Flows of Newtonia Fluid Through a Rectangular Microhannel with Slip Boundary.pdf', 'files': [{'mtime': '2019-11-13 14:40:17', 'hash_type': 'MD5', 'filename': 'Transient Flows of Newtonia Fluid Through a Rectangular Microhannel with Slip Boundary.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139465', 'filesize': 1061950, 'objectid': 29435, 'hash': '2bcd0eea0e465997b58f62080a59165e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 139465}], 'docid': 29435, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",845,Hindawi Publishing,disk0/00/01/63/31,['FMIPA9'],7,pub,public,2019-11-14 11:19:14,published,['QA75'],http://repository.lppm.unila.ac.id/id/eprint/16331,,,,,,,,,,,,,,,Peer Review Publikasi,,,,
16,Mathematical Modeling of Tuberculosis Transmission Dynamic with Vaccination,conference_item,"[{'id': 'siti.chasanah@fmipa.unila.ac.id', 'name': {'given': 'Siti Laelatul', 'honourific': None, 'family': 'Chasanah', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Ferdias', 'honourific': None, 'given': 'Pandri'}, 'id': 'pferdias@gmail.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Nurvazly', 'given': 'Dina Eka'}, 'id': 'dina.eka@fmipa.unila.ac.id'}]",show,2020-11-13 03:54:01,archive,25094,2020-11-13 03:54:01,"[{'format': 'text', 'main': 'Abstract Siti Laelatul Chasanah - ICoMathApp 2020.docx', 'files': [{'datasetid': 'document', 'fileid': 227396, 'hash': 'fa080a746bf0d340f1c76eccf2bc10a1', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2020-11-13 03:19:51', 'filesize': 20594, 'objectid': 38912, 'filename': 'Abstract Siti Laelatul Chasanah - ICoMathApp 2020.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227396'}], 'docid': 38912, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 3, 'eprintid': 25094, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38912'}]",3265,,disk0/00/02/50/94,['FMIPA9'],11,unpub,public,2020-11-13 03:54:01,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/25094,"The study aims to establish and investigate a Tuberculosis (TB) transmission model using two vaccination strategies (to newborns and adults). This model divided the human population into five classes: susceptible (S), vaccinated (V), high-risk (E) and low-risk (L) latent, and infectious (I). Analysis of the mathematical model is discussed by finding the existence and analyzing the stability of the model equilibrium based on the Basic Reproduction Number (R_0).  Furthermore, we determine the sensitivity analysis of the proportion of vaccine and other parameters that affect the transmission of TB. As a result, vaccination to adults more effective than newborns.",,TRUE,,,,,,,International Conference on Mathematics and Its Applications 2020,conference,paper,,,,,,,
17,Optimal Control of Tuberculosis Transmission Model with Vaccination,conference_item,"[{'id': 'siti.chasanah@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Chasanah', 'given': 'Siti Laelatul'}}, {'id': 'yohana.utami@fmipa.unila.ac.id', 'name': {'given': 'Yohana Tri', 'honourific': None, 'lineage': None, 'family': 'Utami'}}, {'id': 'dina.eka@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nurvazly', 'lineage': None, 'given': 'Dina Eka'}}, {'name': {'given': 'Bagoes Fikri H. E.', 'lineage': None, 'family': 'Syachrannie', 'honourific': None}, 'id': 'bagoes.heikhal@gmail.com'}]",show,2021-11-02 01:22:33,archive,34786,2021-11-02 01:22:33,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '16_Paper_Siti Laelatul Chasanah.pdf', 'docid': 155459, 'files': [{'fileid': 408064, 'datasetid': 'document', 'hash': '76ed4644393ac9532aa5c335914cc453', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-01 13:42:34', 'objectid': 155459, 'filesize': 621485, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408064', 'filename': '16_Paper_Siti Laelatul Chasanah.pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155459', 'eprintid': 34786, 'placement': 1}]",3265,,disk0/00/03/47/86,['FMIPA9'],7,submitted,public,2021-11-02 01:22:33,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/34786,"Tuberculosis (TB) is a disease that causes many deaths in the world. This paper discusses optimal control strategies of TB transmission with vaccination in newborns and adults. This study aims to minimize the cost of vaccination intervention and reduce infected populations. Using the Pontryagin Principle, we obtained the optimal control characteristics of the model. Then, it transformed from a continuous to a semi-discrete function. It means that vaccination was given only at certain times. Next, numerical simulations were performed to obtain the optimal control interpretation. As a result, vaccination control was more effective in adults than newborns. Vaccination control for adults will be more effective if given every four years because it will minimize the weight cost of vaccination and reduce the infected population's number.",,FALSE,,,,,,,"The 2nd Universitas Lampung International Conference on Science, Technology and Environment (ULICoSTE) 2021",conference,paper,,,,,,,
18,Perbandingan Mean Squared Error (MSE) Metode Jackknife dan Bootstrap Pada Pendugaan Area Kecil Model Logit-Binomial,article,"[{'id': 'shindydwiyan29@gmail.com', 'name': {'honourific': None, 'family': 'Dwiyanti', 'lineage': None, 'given': 'Shindy'}}, {'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'honourific': None, 'lineage': None, 'family': 'Widiarti'}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nisa', 'given': 'Khoirin'}}]",show,2019-05-08 07:28:07,archive,11836,2019-05-08 07:28:07,"[{'eprintid': 11836, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24830', 'pos': 1, 'format': 'text', 'docid': 24830, 'main': 'SNMK 2018_SHINDY DWIYANTI.pdf', 'files': [{'fileid': 106490, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '43a2b85c1479fa93b3ae2c9842ea4101', 'filesize': 1683999, 'objectid': 24830, 'uri': 'http://repository.lppm.unila.ac.id/id/file/106490', 'filename': 'SNMK 2018_SHINDY DWIYANTI.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-07 01:25:40'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",33,Jurusan Matematika FMIPA Unila,disk0/00/01/18/36,['FMIPA9'],6,pub,public,2019-05-08 07:28:07,published,['Q1'],http://repository.lppm.unila.ac.id/id/eprint/11836,"Pendugaan area kecil adalah teknik statistika yang digunakan untuk  menduga parameter subpopulasi yang ukuran sampelnya kecil.Tujuan dari penelitian ini adalah menentukan penduga Hierarchical Bayes (HB) pada pendugaan area keci luntuk model Logit-Binomial dan mengevaluasi Mean Squared Error (MSE) menggunakan metode Jackknife dan Bootstrap.Perhitungan numeric dilakukan dengan prosedur Markov Chain Monte Carlo (MCMC) dengan bantuan softwere R 3.2.3, sedangkan perhitungan secara statistic menggunakan Uji-t dilakukan
dengan bantuan softwere Minitab. Hasil menunjukkan bahwa pada data Keluarga Prasejahtera Kota Bandar Lampung Tahun 2015 untuk perhitungan secara numerik, metode Bootstrapmenghasilkan MSE lebih kecil. Sedangkan secara statistic antara nilai rata-rata MSE Jackknife dan Bootstrap tidak ditemukan perbedaan yang signifikan.
Kata kunci: Mean Squared Error (MSE), Model Logit-Binomial, Jackknife, Bootstrap.",Prosiding Seminar Nasional METODE KUANTITATIF 2018,TRUE,,,,,978-623-90150-0-8,,,,,,,,,,,
19,"Hasil Peer Review Karya Ilmiah dengan judul ""Algoritma Untuk Mencari Grup Automorfisma Pada Graf Circulant""",other,"[{'name': {'given': 'Ahmad', 'family': 'Faisol', 'lineage': None, 'honourific': None}, 'id': 'faisol_mathunila@yahoo.co.id'}]",show,2020-06-09 07:56:33,archive,22131,2020-06-09 07:56:33,"[{'eprintid': 22131, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35538', 'pos': 1, 'format': 'text', 'docid': 35538, 'main': '11. Algoritma Untuk Mencari Grup Automorfisma Pada Graf Circulant.pdf', 'files': [{'filesize': 884722, 'objectid': 35538, 'filename': '11. Algoritma Untuk Mencari Grup Automorfisma Pada Graf Circulant.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203876', 'hash_type': 'MD5', 'mtime': '2020-06-09 07:35:04', 'fileid': 203876, 'datasetid': 'document', 'hash': '7d52f4f59a734090cee4468d30c2cbc0', 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",300,FMIPA Universitas Lampung,disk0/00/02/21/31,['FMIPA9'],7,pub,public,2020-06-09 07:56:33,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22131,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
20,"Hasil Peer Review Karya Ilmiah dengan judul ""Endomorfisma Rigid dan Compatible pada Ring Deret Pangkat Tergeneralisasi Miring""",other,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'honourific': None, 'lineage': None, 'family': 'Faisol'}}]",show,2020-06-09 07:27:00,archive,22125,2020-06-09 07:27:00,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35532', 'eprintid': 22125, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': '6. Endomorfisma Rigid dan Compatible pada Ring Deret Pangkat Tergeneralisasi Miring.pdf', 'docid': 35532, 'files': [{'datasetid': 'document', 'fileid': 203822, 'hash': '6fb303f856da06591aa24e871390fe57', 'mime_type': 'application/pdf', 'filesize': 865051, 'objectid': 35532, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203822', 'filename': '6. Endomorfisma Rigid dan Compatible pada Ring Deret Pangkat Tergeneralisasi Miring.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-09 07:22:20'}]}]",300,Jurusan Matematika UNDIP,disk0/00/02/21/25,['FMIPA9'],7,pub,public,2020-06-09 07:27:00,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22125,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
21,"Hasil Peer Review Karya Ilmiah dengan judul ""Ring Armendariz""",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Faisol', 'given': 'Ahmad'}, 'id': 'faisol_mathunila@yahoo.co.id'}]",show,2020-06-09 07:56:18,archive,22130,2020-06-09 07:56:18,"[{'placement': 1, 'eprintid': 22130, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35537', 'security': 'public', 'main': '10. Ring Armendariz.pdf', 'files': [{'hash': '848da70954a224148fd005ce1b84999c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 203869, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203869', 'filename': '10. Ring Armendariz.pdf', 'filesize': 871402, 'objectid': 35537, 'mtime': '2020-06-09 07:32:55', 'hash_type': 'MD5'}], 'docid': 35537, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",300,FMIPA Universitas Lampung,disk0/00/02/21/30,['FMIPA9'],7,pub,public,2020-06-09 07:56:18,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22130,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
22,"Hasil Peer Review Karya Ilmiah dengan judul ""T[[S]]-Noetherian Property on Generalized Power Series Modules""",other,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'family': 'Faisol', 'lineage': None, 'honourific': None}}]",show,2020-06-09 07:26:37,archive,22118,2020-06-09 07:26:37,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 35525, 'main': '1. T[[S]]-Noetherian Property on Generalized Power Series Modules.pdf', 'files': [{'datasetid': 'document', 'fileid': 203769, 'mime_type': 'application/pdf', 'hash': 'c71989aff9a03facf90a5e3bd6fd528b', 'hash_type': 'MD5', 'mtime': '2020-06-09 06:58:20', 'filesize': 922878, 'objectid': 35525, 'filename': '1. T[[S]]-Noetherian Property on Generalized Power Series Modules.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203769'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35525', 'eprintid': 22118, 'placement': 1}]",300,Pushpa Publishing House,disk0/00/02/21/18,['FMIPA9'],8,pub,public,2020-06-09 07:26:37,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22118,"Reviewer 1 : Suharsono S., M.S., M.Sc., Ph.D.
Reviewer 2 : Dr. Asmiati, S.Si., M.Si.",,,,,,,,,,,,,,,,,,
23,"Hasil Peer Review Karya Ilmiah dengan judul ""Teorema Jacobson Density""",other,"[{'id': 'faisol_mathunila@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Faisol', 'given': 'Ahmad'}}]",show,2020-06-09 07:56:24,archive,22129,2020-06-09 07:56:24,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35536', 'eprintid': 22129, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 35536, 'main': '9. Teorema Jacobson Density.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/203860', 'filename': '9. Teorema Jacobson Density.pdf', 'filesize': 878896, 'objectid': 35536, 'mtime': '2020-06-09 07:30:35', 'hash_type': 'MD5', 'hash': '0f2f46a3a2e975691caedc12e8d28675', 'mime_type': 'application/pdf', 'fileid': 203860, 'datasetid': 'document'}]}]",300,FMIPA Universitas Lampung,disk0/00/02/21/29,['FMIPA9'],7,pub,public,2020-06-09 07:56:24,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22129,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
24,"Hasil Peer Review Karya Ilmiah dengan judul ""The Impact of The Monoid Homomorphism on The Structure of Skew Generalized Power Series Rings""",other,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'honourific': None, 'lineage': None, 'family': 'Faisol'}}]",show,2020-06-09 07:26:48,archive,22122,2020-06-09 07:26:48,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/35529', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22122, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/203793', 'filename': '3. The Impact of The Monoid Homomorphism on The Structure of Skew Generalized Power Series Rings.pdf', 'filesize': 892109, 'objectid': 35529, 'mtime': '2020-06-09 07:14:20', 'hash_type': 'MD5', 'hash': 'e3bf9bdbc11523482e4c348de56e7d07', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 203793}], 'main': '3. The Impact of The Monoid Homomorphism on The Structure of Skew Generalized Power Series Rings.pdf', 'docid': 35529, 'format': 'text'}]",300,Pushpa Publishing House,disk0/00/02/21/22,['FMIPA9'],9,pub,public,2020-06-09 07:26:48,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22122,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D

Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
25,"Hasil Peer Review Karya Ilmiah dengan judul ""The Sufficient Conditions for R[X]-module M[X] to be S[X]-Noetherian""",other,"[{'name': {'given': 'Ahmad', 'family': 'Faisol', 'lineage': None, 'honourific': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",show,2020-06-09 07:26:41,archive,22120,2020-06-09 07:26:41,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/35527', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22120, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 35527, 'main': '2. The Sufficient Conditions for R[X]-module M[X] to be S[X]-Noetherian.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '962390685cdc696738839d531f2b83e7', 'fileid': 203782, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203782', 'filename': '2. The Sufficient Conditions for R[X]-module M[X] to be S[X]-Noetherian.pdf', 'filesize': 903133, 'objectid': 35527, 'mtime': '2020-06-09 07:09:24', 'hash_type': 'MD5'}], 'format': 'text'}]",300,New York Business Global,disk0/00/02/21/20,['FMIPA9'],7,pub,public,2020-06-09 07:26:41,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22120,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
26,"Hasil Peer Review Karya Ilmiah dengan judul ""The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-module""",other,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'family': 'Faisol', 'lineage': None, 'honourific': None, 'given': 'Ahmad'}}]",show,2020-06-09 07:26:56,archive,22124,2020-06-09 07:26:56,"[{'eprintid': 22124, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35531', 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '962cffbddea1f02828bf0dd445471835', 'fileid': 203812, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203812', 'filename': '5. The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-module.pdf', 'objectid': 35531, 'filesize': 847082, 'mtime': '2020-06-09 07:19:16', 'hash_type': 'MD5'}], 'main': '5. The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-module.pdf', 'docid': 35531, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",300,PSPM UIN Raden Intan Lampung,disk0/00/02/21/24,['FMIPA9'],7,pub,public,2020-06-09 07:26:56,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22124,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc.",,,,,,,,,,,,,,,,,,
27,"Hasil Peer Review Larya Ilmiah dengan judul ""Pembentukan Ring Faktor Pada Ring Deret Pangkat Tergeneralisasi Miring""",other,"[{'id': 'faisol_mathunila@yahoo.co.id', 'name': {'family': 'Faisol', 'lineage': None, 'honourific': None, 'given': 'Ahmad'}}]",show,2020-06-09 07:56:12,archive,22128,2020-06-09 07:56:12,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '8. Pembentukan Ring Faktor Pada Ring Deret Pangkat Tergeneralisasi Miring.pdf', 'docid': 35535, 'files': [{'datasetid': 'document', 'fileid': 203851, 'hash': 'f9b93c16b49c3eaf66b229f4f26daa5b', 'mime_type': 'application/pdf', 'filesize': 903788, 'objectid': 35535, 'filename': '8. Pembentukan Ring Faktor Pada Ring Deret Pangkat Tergeneralisasi Miring.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203851', 'hash_type': 'MD5', 'mtime': '2020-06-09 07:27:41'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35535', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22128}]",300,FMIPA Universitas Lampung,disk0/00/02/21/28,['FMIPA9'],7,pub,public,2020-06-09 07:56:12,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22128,"Reviewer 1: Suharsono S., M.S., M.Sc., Ph.D
Reviewer 2: Dr. Asmiati, S.Si., M.Sc",,,,,,,,,,,,,,,,,,
