,date,uri,abstract,date_type,subjects,event_title,ispublished,rev_number,full_text_status,status_changed,event_type,divisions,dir,lastmod,official_url,documents,userid,metadata_visibility,pagerange,datestamp,referencetext,eprint_status,eprintid,event_location,title,event_dates,refereed,creators,pres_type,type,corp_creators,publisher,publication,issn,number,volume,related_url,id_number,place_of_pub,contact_email,succeeds,isbn,pages,series,contributors,note,funders,projects
10,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26238,(Similarity) Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-11-19 11:41:31,,['FMIPA9'],disk0/00/02/62/38,2020-11-19 11:41:31,http://repository.lppm.unila.ac.id/3903/,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '3. IS24% - ON_SOME_PETERSEN_GRAPHS_HAVING_LOCATING_CHROMATIC_.pdf', 'docid': 40125, 'files': [{'filesize': 1337178, 'objectid': 40125, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236336', 'filename': '3. IS24% - ON_SOME_PETERSEN_GRAPHS_HAVING_LOCATING_CHROMATIC_.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 06:33:43', 'fileid': 236336, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5818a912af36be0fe3f24b5cd8a25ef4'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40125', 'security': 'public', 'placement': 1, 'eprintid': 26238}]",821,show,,2020-11-19 11:41:31,,archive,26238,,On some Petersen graphs having locating chromatic number four or five,,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}, 'id': 'asmiati308@yahoo.com'}]",,other,,Puspha Publishing House,,,,,,,,,,,,,,,,
11,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26149,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-11-19 11:39:45,,['FMIPA9'],disk0/00/02/61/49,2020-11-19 11:39:45,http://repository.lppm.unila.ac.id/8722/,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '1. On the locating chromatic number of certain barbell graphs.pdf', 'files': [{'filesize': 1405183, 'objectid': 40034, 'uri': 'http://repository.lppm.unila.ac.id/id/file/235789', 'filename': '1. On the locating chromatic number of certain barbell graphs.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 01:37:59', 'datasetid': 'document', 'fileid': 235789, 'hash': '62d2b0e600fbb0656d7cecfb8cfcb153', 'mime_type': 'application/pdf'}], 'docid': 40034, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40034', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 26149}]",821,show,,2020-11-19 11:39:45,,archive,26149,,On the locating chromatic number of certain barbell graphs,,,"[{'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}}]",,other,,Hindawi Publishing Cooperation,,,,,,,,,,,,,,,,
12,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26236,(Similarity Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,6,none,2020-11-19 11:41:18,,['FMIPA9'],disk0/00/02/62/36,2020-11-19 11:41:18,http://repository.lppm.unila.ac.id/8722/,,821,show,,2020-11-19 11:41:18,,archive,26236,,On the locating chromatic number of certain barbell graphs,,,"[{'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'honourific': None, 'family': 'Asmiati', 'lineage': None}}]",,other,,Hindawi Publishing Cooperation,,,,,,,,,,,,,,,,
13,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26170,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Prosiding dan Makalah yang di Presentasikan,published,['AC'],,pub,7,public,2020-11-19 11:40:40,,['FMIPA9'],disk0/00/02/61/70,2020-11-19 11:40:40,http://repository.lppm.unila.ac.id/14662/,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40052', 'security': 'public', 'placement': 1, 'eprintid': 26170, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '10. The locating chromatic number for certain operation of generalized Petersen graphs sP(4,2).pdf', 'docid': 40052, 'files': [{'fileid': 235918, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '44b7f6120adcc534ab988be4470db09f', 'hash_type': 'MD5', 'mtime': '2020-11-19 02:38:18', 'filesize': 1446795, 'objectid': 40052, 'uri': 'http://repository.lppm.unila.ac.id/id/file/235918', 'filename': '10. The locating chromatic number for certain operation of generalized Petersen graphs sP(4,2).pdf'}], 'format': 'text'}]",821,show,,2020-11-19 11:40:40,,archive,26170,,"The locating chromatic number for certain operation of generalized Petersen graphs sP(4,2)",,,"[{'id': 'asmiati308@yahoo.com', 'name': {'family': 'Asmiati', 'lineage': None, 'honourific': None, 'given': 'Asmiati'}}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
14,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26243,(Similarity) Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Prosiding dan Makalah yang di Presentasikan,published,['AC'],,pub,7,public,2020-11-19 11:41:54,,['FMIPA9'],disk0/00/02/62/43,2020-11-19 11:41:54,http://repository.lppm.unila.ac.id/14662/,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40128', 'eprintid': 26243, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 236372, 'hash': '1f7801b41fcde03032eacdb1ab56dbd4', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 06:45:37', 'filesize': 1348796, 'objectid': 40128, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236372', 'filename': '10. IS20% - The_Locating_Chromatic_Number_for_Certain_Operatio.pdf'}], 'main': '10. IS20% - The_Locating_Chromatic_Number_for_Certain_Operatio.pdf', 'docid': 40128}]",821,show,,2020-11-19 11:41:54,,archive,26243,,"The locating chromatic number for certain operation of generalized Petersen graphs sP(4,2)",,,"[{'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}, 'id': 'asmiati308@yahoo.com'}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
15,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26167,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Prosiding dan Makalah yang di Presentasikan,published,['AC'],,pub,7,public,2020-11-19 11:40:33,,['FMIPA9'],disk0/00/02/61/67,2020-11-19 11:40:33,http://repository.lppm.unila.ac.id/14661/,"[{'eprintid': 26167, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40051', 'pos': 1, 'format': 'text', 'main': '9. The locating chromatic number of a disjoint union of some double stars.pdf', 'files': [{'mtime': '2020-11-19 02:34:56', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/235908', 'filename': '9. The locating chromatic number of a disjoint union of some double stars.pdf', 'filesize': 1438515, 'objectid': 40051, 'mime_type': 'application/pdf', 'hash': 'aee53400d1c91a6c78fa6b63b963525d', 'fileid': 235908, 'datasetid': 'document'}], 'docid': 40051, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",821,show,,2020-11-19 11:40:33,,archive,26167,,The locating chromatic number of a disjoint union of some double stars,,,"[{'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
16,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26242,(Similarity) Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Prosiding dan Makalah yang di Presentasikan,published,['AC'],,pub,6,none,2020-11-19 11:41:47,,['FMIPA9'],disk0/00/02/62/42,2020-11-19 11:41:47,http://repository.lppm.unila.ac.id/14661/,,821,show,,2020-11-19 11:41:47,,archive,26242,,The locating chromatic number of a disjoint union of some double stars,,,"[{'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'honourific': None, 'family': 'Asmiati', 'lineage': None}}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
17,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26161,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-11-19 11:40:09,,['FMIPA9'],disk0/00/02/61/61,2020-11-19 11:40:09,http://repository.lppm.unila.ac.id/10875/,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 40046, 'main': '5. The locating chromatic number of subdivision firecracker graphs.pdf', 'files': [{'mtime': '2020-11-19 02:17:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/235863', 'filename': '5. The locating chromatic number of subdivision firecracker graphs.pdf', 'objectid': 40046, 'filesize': 1359014, 'hash': '9fc6c15740b595d8b797a93fab9d646d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 235863}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40046', 'eprintid': 26161, 'placement': 1}]",821,show,,2020-11-19 11:40:09,,archive,26161,,The locating chromatic number of subdivision firecracker graphs,,,"[{'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'honourific': None, 'lineage': None, 'family': 'Asmiati'}}]",,other,,Hikari Ltd.,,,,,,,,,,,,,,,,
18,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/26240,(Similarity) Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,6,none,2020-11-19 11:41:39,,['FMIPA9'],disk0/00/02/62/40,2020-11-19 11:41:39,http://repository.lppm.unila.ac.id/10875/,,821,show,,2020-11-19 11:41:39,,archive,26240,,The locating chromatic number of subdivision firecracker graphs,,,"[{'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'honourific': None, 'family': 'Asmiati', 'lineage': None}}]",,other,,Hikari Ltd.,,,,,,,,,,,,,,,,
19,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/9995,"Let G be a connected graph and c be a proper coloring of G. For i = 1; 2; : : : ; k
define the color class Ci as the set of vertices receiving color i. The color code c�(v)
of a vertex v in is the ordered k-tuple (d(v;C1); : : : ; d(v;Ck)) where (d(v;C1) is the
distance of v to Ci. If all distinct vertices of G have distinct color codes, then c is
called a locating-coloring of G . The locating-chromatic number of graph G, denoted
by �L(G) is the smallest k such that G has a locating coloring with k colors. The
generalized Petersen graph P(n;m), n � 3 and 1 � m � b(n",,['QA'],ICOMSET,unpub,8,public,2018-11-15 08:09:51,conference,['FMIPA9'],disk0/00/00/99/95,2018-11-15 08:09:51,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Abstract Asmiati.pdf', 'docid': 23015, 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-15 06:08:22', 'objectid': 23015, 'filesize': 102476, 'uri': 'http://repository.lppm.unila.ac.id/id/file/93964', 'filename': 'Abstract Asmiati.pdf', 'fileid': 93964, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4c2946776272fd3b62c111dcf245312e'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23015', 'pos': 1, 'eprintid': 9995, 'placement': 1}, {'format': 'text', 'docid': 23017, 'main': 'Sertifikat Icomset.pdf', 'files': [{'mtime': '2018-11-15 06:13:25', 'hash_type': 'MD5', 'filename': 'Sertifikat Icomset.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/93974', 'filesize': 442738, 'objectid': 23017, 'mime_type': 'application/pdf', 'hash': '041e8aa916be1735ac86facc42ff6bcb', 'fileid': 93974, 'datasetid': 'document'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 9995, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23017', 'pos': 2}]",821,show,---,2018-11-15 08:09:51,,archive,9995,Padang,"Classification of Generalized Petersen Graphs having Locating
Chromatic Number Five",4-5 Oktober 2018,FALSE,"[{'id': 'asmiati308@yahoo.com', 'name': {'lineage': None, 'family': 'Asmiati', 'honourific': None, 'given': 'Asmiati'}}, {'id': 'aristoteles.1981@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}}]",speech,conference_item,,,,,,,,,,,,,,,,,,
20,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/27174,,,['QA'],,unpub,7,public,2020-12-28 06:36:33,,['FMIPA9'],disk0/00/02/71/74,2020-12-28 06:36:33,,"[{'format': 'text', 'files': [{'fileid': 243474, 'datasetid': 'document', 'hash': 'a7d0b7abfb5319eab7fa6511030226b9', 'mime_type': 'application/pdf', 'filesize': 1342453, 'objectid': 41186, 'filename': 'Kontrak PDUPT 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243474', 'hash_type': 'MD5', 'mtime': '2020-12-28 05:08:41'}], 'main': 'Kontrak PDUPT 2018.pdf', 'docid': 41186, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27174, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41186'}]",821,show,,2020-12-28 06:36:33,,archive,27174,,"Kontrak Hibah Penelitian Dasar Unggulan Perguruan Tinggi Tahun 2 
Karakterisasi Graf Petersen Diperumum Berbilangan Kromatik Lokasi Empat atau Lima",,,"[{'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}}, {'name': {'lineage': None, 'family': 'Aristoteles', 'honourific': None, 'given': 'Aristoteles'}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Lyra', 'lineage': None, 'given': 'Yulianty'}, 'id': None}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
21,2018-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/10875,"The locating-chromatic number of a graph was combined two graph concept,
coloring vertices and partition dimension of a graph. In this paper, we discuss about
locating-chromatic number of a subdivision firecracker graphs.",published,['QA'],,pub,6,public,2019-03-20 03:56:56,,['FMIPA9'],disk0/00/01/08/75,2019-03-20 03:56:56,http://www.m-hikari.com/imf.html,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23885', 'pos': 1, 'eprintid': 10875, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'fileid': 100053, 'datasetid': 'document', 'hash': '2f8242c9a65fb1c2ef1206173d760eb9', 'mime_type': 'application/pdf', 'objectid': 23885, 'filesize': 643287, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100053', 'filename': 'The Locating-Chromatic Number of subdivision firecracker graphs.pdf', 'hash_type': 'MD5', 'mtime': '2019-03-04 01:14:42'}], 'main': 'The Locating-Chromatic Number of subdivision firecracker graphs.pdf', 'docid': 23885}]",821,show,485-492,2019-03-20 03:56:56,,archive,10875,,"The Locating-Chromatic Number of
Subdivision Firecracker Graphs",,TRUE,"[{'name': {'given': 'Asmiati', 'lineage': None, 'family': 'Asmiati', 'honourific': None}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}, {'name': {'given': 'Agus', 'honourific': None, 'family': 'Irawan', 'lineage': None}, 'id': None}]",,article,,HIKARI Ltd,International Mathematical Forum,1314-7536,10.0,13.0,,https://doi.org/10.12988/imf.2018.8844,,,,,,,,,,
22,2018-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9992,"Let G be a connected graph and c a proper coloring of G. For i = 1; 2; : : : ; k define
the color class Ci as the set of vertices receiving color i. The color code c�(v) of
a vertex v in is the ordered k-tuple (d(v;C1); : : : ; d(v;Ck)) where (d(v;C1) is the
distance of v to Ci. If all distinct vertices of G have distinct color codes, then c is
called a locating-coloring of G . The locating-chromatic number of graph G, denoted
by �L(G) is the smallest k such that G has a locating coloring with k colors. Let
fu1; u2; : : : ; ung be some vertices on the outer cycle and fv1; v2; : : : ; vng be some
vertices on the inner cycle, for n � 3. The Generalized Petersen graph, denoted by
Pn;k, n � 3, 1 � k � bn",,['QA'],International Congress of Mathematicians,unpub,11,public,2018-11-15 08:09:43,conference,['FMIPA9'],disk0/00/00/99/92,2018-11-15 08:09:43,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/23011', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 9992, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'presentation', 'docid': 23011, 'main': 'Abstract Asmiati.pdf', 'files': [{'filesize': 103562, 'objectid': 23011, 'filename': 'Abstract Asmiati.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/93944', 'hash_type': 'MD5', 'mtime': '2018-11-15 05:45:13', 'datasetid': 'document', 'fileid': 93944, 'hash': '61d9edd7602ed429405153274fe6bd0b', 'mime_type': 'application/pdf'}], 'format': 'text'}, {'format': 'text', 'main': 'Sertifikat Pemakalah ICM.pdf', 'docid': 23013, 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-15 06:04:05', 'objectid': 23013, 'filesize': 140006, 'uri': 'http://repository.lppm.unila.ac.id/id/file/93954', 'filename': 'Sertifikat Pemakalah ICM.pdf', 'datasetid': 'document', 'fileid': 93954, 'mime_type': 'application/pdf', 'hash': '9ecaae6a832bbfdd4b91f750b5f63cce'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 9992, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23013', 'pos': 2}]",821,show,,2018-11-15 08:09:43,,archive,9992,"Rio de Janeiro, Brazil","Further Results on Locating Chromatic Number of Generalized
Petersen Graphs",1-9 Agustus 2018,TRUE,"[{'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'family': 'Asmiati', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Agus', 'lineage': None, 'family': 'Irawan', 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Suharsono', 'honourific': None, 'given': 'Suharsono'}, 'id': 'suharsono.1962@fmipa.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'La', 'lineage': None, 'given': 'Zakaria'}}]",speech,conference_item,,,,,,,,,,,,,,,,,,
23,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/8722,"Te locating chromatic number of a graph G is defned as the cardinality of a minimum resolving partition of the vertex set V(G)
such that all vertices have distinct coordinates with respect to this partition and every two adjacent vertices in G are not contained
in the same partition class. In this case, the coordinate of a vertex v in G is expressed in terms of the distances of V to all partition
classes. Tis concept is a special case of the graph partition dimension notion. In this paper we investigate the locating chromatic
number for two families of barbell graphs.",,['QA'],,pub,6,public,2018-08-23 01:36:43,,['FMIPA9'],disk0/00/00/87/22,2018-08-23 01:36:43,https://www.hindawi.com/journals/ijmms/,"[{'placement': 1, 'eprintid': 8722, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21800', 'pos': 1, 'security': 'public', 'main': 'On the Locating Chromatic Number of Certain Barbell Graphs.pdf', 'docid': 21800, 'files': [{'objectid': 21800, 'filesize': 1359391, 'filename': 'On the Locating Chromatic Number of Certain Barbell Graphs.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85088', 'hash_type': 'MD5', 'mtime': '2018-08-15 01:56:34', 'datasetid': 'document', 'fileid': 85088, 'mime_type': 'application/pdf', 'hash': 'f2a794b6e3b880c2e1b296e463be086c'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",821,show,,2018-08-23 01:36:43,,archive,8722,,On the Locating Chromatic Number of Certain Barbell Graphs,,TRUE,"[{'name': {'family': 'Asmiati', 'lineage': None, 'honourific': None, 'given': 'Asmiati'}, 'id': 'asmiati.1976@fmipa.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Ketut Sadha Gunce Yana', 'lineage': None, 'given': 'I'}}, {'id': 'lyra@sci.unand.ac.id', 'name': {'given': 'Lyra', 'lineage': None, 'family': 'Yulianti', 'honourific': None}}]",,article,,Hindawi Publishing Corporation,International Journal of Mathematics and Mathematical Sciences,"16870425, 01611712",,2018.0,,doi.org/10.1155/2018/5327504,,,,,,,,,,
24,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/27173,,,['QA'],,unpub,7,public,2020-12-28 06:36:30,,['FMIPA9'],disk0/00/02/71/73,2020-12-28 06:36:30,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41185', 'pos': 1, 'eprintid': 27173, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-12-28 05:01:47', 'filesize': 1318130, 'objectid': 41185, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243467', 'filename': 'Kontrak Kompetensi 2018.pdf', 'datasetid': 'document', 'fileid': 243467, 'mime_type': 'application/pdf', 'hash': 'b2adacd1c98f28f4a827d1626977cbe2'}], 'main': 'Kontrak Kompetensi 2018.pdf', 'docid': 41185}]",821,show,,2020-12-28 06:36:30,,archive,27173,,"Kontrak Penelitian Hibah Kompetensi Tahun 1 
Analisis Penempatan Sensor pada Gedung Bertingkat dengan Pendekatan Dimensi Metrik graf.",,,"[{'name': {'given': 'Asmiati', 'lineage': None, 'family': 'Asmiati', 'honourific': None}, 'id': 'asmiati308@yahoo.com'}, {'id': None, 'name': {'given': 'Widosaputro', 'family': 'Suhadi', 'lineage': None, 'honourific': None}}, {'id': 'akmal.junaidi@fmipa@unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Akmal Junaidi', 'given': 'Akmal'}}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
25,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/27166,,,['QA'],,unpub,7,public,2020-12-28 04:08:19,,['FMIPA9'],disk0/00/02/71/66,2020-12-28 04:08:19,,"[{'format': 'text', 'main': 'Laporan Kompetensi 2018.pdf', 'docid': 41179, 'files': [{'datasetid': 'document', 'fileid': 243425, 'mime_type': 'application/pdf', 'hash': '7e8aa0c76f995307f4ad5fb08dcdafd3', 'objectid': 41179, 'filesize': 1460170, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243425', 'filename': 'Laporan Kompetensi 2018.pdf', 'hash_type': 'MD5', 'mtime': '2020-12-28 03:57:23'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 27166, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41179', 'pos': 1}]",821,show,,2020-12-28 04:08:19,,archive,27166,,"Laporan Penelitian Hibah Kompetensi ANALISIS PENEMPATAN SENSOR PADA GEDUNG BERTINGKAT
DENGAN PENDEKATAN DIMENSI METRIK GRAF (Tahun 1)",,,"[{'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}, 'id': 'asmiati308@yahoo.com'}, {'id': None, 'name': {'given': 'Widosaputro', 'honourific': None, 'lineage': None, 'family': 'Suhadi'}}, {'name': {'given': 'Akmal', 'honourific': None, 'lineage': None, 'family': 'Akmal Junaidi'}, 'id': 'akmal.junaidi@fmipa@unila.ac.id'}]",,other,,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
26,2018-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/7825,"Let G = (V, E) be a connected graph. Let c be a proper coloring using k colors, namely
1, 2, · · · , k. Let Π = {S1, S2, · · · , Sk} be a partition of V (G) induced by c and let Si be the
color class that receives the color i. The color code, cΠ(v) = (d(v, S1), d(v, S2), · · · , d(v, Sk)),
where d(v, Si) = min{d(v, x)|x ∈ Si} for i ∈ [1, k]. If all vertices in V (G) have different color
codes, then c is called as the locating-chromatic k-coloring of G. Minimum k such that G has
the locating-chromatic k-coloring is called the locating-chromatic number, denoted by χL(G). In
this paper, we discuss the locating-chromatic number for n certain amalgamation of stars linking a
path, denoted by nSk,m, for n ≥ 1, m ≥ 2, k ≥ 3, and k > m.",published,['QA'],,pub,7,public,2018-06-26 07:17:32,,['FMIPA9'],disk0/00/00/78/25,2018-06-26 07:17:32,http://www.ijc.or.id,"[{'eprintid': 7825, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20861', 'pos': 1, 'format': 'text', 'main': 'Further results on locating chromatic number for amalgamation of stars linking by one path.pdf', 'docid': 20861, 'files': [{'fileid': 70017, 'datasetid': 'document', 'hash': 'bdb69e2ec8adc3120b07aa3d540aff6e', 'mime_type': 'application/pdf', 'filesize': 222469, 'objectid': 20861, 'uri': 'http://repository.lppm.unila.ac.id/id/file/70017', 'filename': 'Further results on locating chromatic number for amalgamation of stars linking by one path.pdf', 'hash_type': 'MD5', 'mtime': '2018-06-26 04:49:28'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",821,show,50-56,2018-06-26 07:17:32,,archive,7825,,"Further results on locating chromatic number
for amalgamation of stars linking by one path",,TRUE,"[{'name': {'family': 'Asmiati', 'lineage': None, 'honourific': None, 'given': 'Asmiati'}, 'id': 'asmiati308@yahoo.com'}, {'name': {'given': 'Lyra', 'honourific': None, 'lineage': None, 'family': 'Yulianti'}, 'id': 'lyra@sci.unand.ac.id'}, {'name': {'given': 'C.Ike', 'family': 'Widyastuti', 'lineage': None, 'honourific': None}, 'id': 'ike.widya@yahoo.com'}]",,article,,Indonesian Combinatorial Society,Indonesian Journal of Combinatorics,2541-2205,1.0,2.0,,,,,,,,,,,,
