,publisher,divisions,dir,ispublished,rev_number,status_changed,full_text_status,subjects,uri,abstract,title,creators,type,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,date_type,refereed,publication,issn,event_dates,pres_type,event_location,event_type,event_title,official_url,number,pagerange,volume,corp_creators,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
67,Universitas Lampung,['FP1'],disk0/00/02/00/88,pub,7,2020-05-19 06:41:08,public,['H1'],http://repository.lppm.unila.ac.id/id/eprint/20088,,Partisipasi petani dalam program rintisan dan akselerasi pemasyarakatan inovasi teknologi pertanian (prima tani) di kabupaten tanggamus dan kabupaten lampung timur,"[{'id': 'trully.dame@yahoo.co.id', 'name': {'honourific': None, 'family': 'Gultom', 'lineage': None, 'given': 'Dame Trully'}}]",article,show,archive,20088,2020-05-19 06:41:08,"[{'eprintid': 20088, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33427', 'format': 'text', 'main': '1-dikonversi.pdf', 'files': [{'mtime': '2020-05-19 05:40:49', 'hash_type': 'MD5', 'filename': '1-dikonversi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189719', 'filesize': 16512187, 'objectid': 33427, 'mime_type': 'application/pdf', 'hash': 'd65d148e08bb90f499238b55c2cc575f', 'fileid': 189719, 'datasetid': 'document'}], 'docid': 33427, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2020-05-19 06:41:08,719,published,TRUE,Prosiding Bagian I Seminar Nasional Sains dan Teknologi III,978-979-8510-20-5,,,,,,,,,,,,,,,,,,
68,Universitas Lampung,['FP1'],disk0/00/02/00/92,pub,6,2020-05-19 06:41:26,public,['H1'],http://repository.lppm.unila.ac.id/id/eprint/20092,,"akar penyebab kemiskinan petani tanaman pangan (kasus petani ubi kayu di kabupaten lampung tengah, provinsi lampung)","[{'id': 'trully.dame@yahoo.co.id', 'name': {'family': 'Gultom', 'lineage': None, 'honourific': None, 'given': 'Dame Trully'}}]",article,show,archive,20092,2020-05-19 06:41:26,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33431', 'eprintid': 20092, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 33431, 'main': 'Image (2)-dikonversi.pdf', 'files': [{'filesize': 16766610, 'objectid': 33431, 'uri': 'http://repository.lppm.unila.ac.id/id/file/189760', 'filename': 'Image (2)-dikonversi.pdf', 'hash_type': 'MD5', 'mtime': '2020-05-19 05:55:47', 'datasetid': 'document', 'fileid': 189760, 'hash': 'b24e8d78f460be2ae2798cc89e5d2205', 'mime_type': 'application/pdf'}]}]",2020-05-19 06:41:26,719,published,TRUE,"akar penyebab kemiskinan petani tanaman pangan (kasus petani ubi kayu di kabupaten lampung tengah, provinsi lampung)",,,,,,,,,,,,,,,,,,,
69,Universitas Lampung,['FP1'],disk0/00/02/00/93,pub,6,2020-05-19 06:41:32,public,['H1'],http://repository.lppm.unila.ac.id/id/eprint/20093,,basic causes of horticultural farmer poverty (cabbage and chilly) in gisting district of tanggamus regency,"[{'name': {'given': 'Dame Trully', 'lineage': None, 'family': 'Gultom', 'honourific': None}, 'id': 'trully.dame@yahoo.co.id'}]",article,show,archive,20093,2020-05-19 06:41:32,"[{'main': '8.PROCEDDING.pdf', 'docid': 33432, 'files': [{'mtime': '2020-05-19 06:01:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189769', 'filename': '8.PROCEDDING.pdf', 'objectid': 33432, 'filesize': 2054529, 'mime_type': 'application/pdf', 'hash': '87ccee4945aad6ac5de8714e7d7e4dc7', 'datasetid': 'document', 'fileid': 189769}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 20093, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33432', 'pos': 1, 'security': 'public'}]",2020-05-19 06:41:32,719,published,TRUE,basic causes of horticultural farmer poverty (cabbage and chilly) in gisting district of tanggamus regency,978-979-8510-13-7,,,,,,,,,,,,,,,,,,
70,,['FP1'],disk0/00/02/01/17,pub,6,2020-05-19 13:57:24,public,['H1'],http://repository.lppm.unila.ac.id/id/eprint/20117,,partisipasi dan kepuasaan petani terhadap kinerja penyuluh pertanian di kecamatan palas kabupaten lampung selatan,"[{'id': 'trully.dame@yahoo.co.id', 'name': {'given': 'Dame Trully', 'honourific': None, 'lineage': None, 'family': 'Gultom'}}]",article,show,archive,20117,2020-05-19 13:57:24,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash': 'ee08346b91e01e2803e2d45873c0d6f6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 189937, 'filename': '2. partisipasi dan kepuasaan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189937', 'objectid': 33456, 'filesize': 173597, 'mtime': '2020-05-19 07:07:58', 'hash_type': 'MD5'}], 'main': '2. partisipasi dan kepuasaan.pdf', 'docid': 33456, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33456', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 20117}]",2020-05-19 13:57:24,719,published,TRUE,partisipasi dan kepuasaan petani terhadap kinerja penyuluh pertanian di kecamatan palas kabupaten lampung selatan,,,,,,,,,,,,,,,,,,,
71,,['FP1'],disk0/00/02/00/96,pub,6,2020-05-19 06:41:47,public,['H1'],http://repository.lppm.unila.ac.id/id/eprint/20096,,persepsi wanita tani suku bugis dan suku jawa dan hubungannya dengan peranan dalam pembibitan mangrove untuk peningkatan pendapatan keluarga di desa sidodadi di kecamatan padang cermin kabupaten lampung selatan,"[{'id': 'trully.dame@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Gultom', 'given': 'Dame Trully'}}]",article,show,archive,20096,2020-05-19 06:41:47,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33435', 'pos': 1, 'eprintid': 20096, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 33435, 'main': '10.SOSIO EKONOMI.pdf', 'files': [{'filename': '10.SOSIO EKONOMI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189788', 'filesize': 5758465, 'objectid': 33435, 'mtime': '2020-05-19 06:12:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c2d03764335e1bad97b9e4201bbd0952', 'fileid': 189788, 'datasetid': 'document'}]}]",2020-05-19 06:41:47,719,published,TRUE,persepsi wanita tani suku bugis dan suku jawa dan hubungannya dengan peranan dalam pembibitan mangrove untuk peningkatan pendapatan keluarga di desa sidodadi di kecamatan padang cermin kabupaten lampung selatan,,,,,,,,,,,,,,,,,,,
72,,['FP1'],disk0/00/02/01/12,pub,6,2020-05-19 13:56:46,public,['H1'],http://repository.lppm.unila.ac.id/id/eprint/20112,,"the roles of cyber extension comunnication media in strengthening horticulture farmers in facing globalization in lampung province, lampung","[{'name': {'given': 'Dame Trully', 'honourific': None, 'family': 'Gultom', 'lineage': None}, 'id': 'trully.dame@yahoo.co.id'}]",article,show,archive,20112,2020-05-19 13:56:46,"[{'placement': 1, 'eprintid': 20112, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33450', 'pos': 1, 'security': 'public', 'main': '5. the roles cyber.pdf', 'files': [{'fileid': 189906, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'fa573eb509b39751420b70ec1ee30d49', 'filesize': 132860, 'objectid': 33450, 'uri': 'http://repository.lppm.unila.ac.id/id/file/189906', 'filename': '5. the roles cyber.pdf', 'hash_type': 'MD5', 'mtime': '2020-05-19 06:56:26'}], 'docid': 33450, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-05-19 13:56:46,719,published,TRUE,"the roles of cyber extension comunnication media in strengthening horticulture farmers in facing globalization in lampung province, lampung",,,,,,,,,,,,,,,,,,,
73,Politeknik mNegeri lampung,['FP1'],disk0/00/04/37/52,pub,6,2022-08-02 01:22:12,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/43752,"This research aims to analyze the production performance, value added and profit of tempeh
agroindustry. Respondents in this research were owners and employees of agroindustry. The
method used is a case study on Mr. Zainal's tempe agroindustry in Kedamaian Village. This
research was conducted in November 2021–December 2021 and the analytical method used
was descriptive qualitative and quantitative. The results of this research showed that the
production performance of tempe agroindustry in terms of quality, processing speed and
delivery speed is good, but in terms of productivity and flexibility aspects are still not
optimal. The value added of agroindustry is quite good because it shows that processing
soybeans into tempe provides positive value added. The profit obtained by the agroindustry
per production is Rp.1.081,418,92, the biggest profit comes from tempe products with size C

Keywords: Tempeh Agroindustry, Value Added, Profit,","Analisis Kinerja Produksi Nilai Tambah dan Keuntungan
Agroindustri Tempe di Kelurahan Kedamaian Kota Bandar
Lampung","[{'name': {'lineage': None, 'family': 'Haryono', 'honourific': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}]",article,show,archive,43752,2022-08-02 01:22:12,"[{'main': 'divya pak dwi.pdf', 'docid': 165690, 'files': [{'filesize': 1320035, 'objectid': 165690, 'filename': 'divya pak dwi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476805', 'hash_type': 'MD5', 'mtime': '2022-08-02 01:15:51', 'fileid': 476805, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9eb2758930536cfdcca64b2f6965d8a7'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 43752, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165690', 'security': 'public'}]",2022-08-02 01:22:12,972,,TRUE,JoFSA,2597-9426,,,,,,,,,,['unversitas lampung'],,,,,,,,
74,Politeknik mNegeri lampung,['FP1'],disk0/00/04/37/53,pub,6,2022-08-02 01:22:15,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/43753,"This study aims to analyze the manufacturing performance, cost structure and revenue of Siger
Mas Tempe Chips Agribusiness in Metro City. This study is a case study of Tempe Siger Mas
Chips' agribusiness. The respondents to this survey are founders and employees in agriculture.
The study data were analyzed using quantitative and qualitative descriptive analysis
(production performance analysis) and quantitative descriptive analysis (cost and revenue
structure analysis). The results showed that the overall performance of the Siger Mas Tempe
Chips Agroindustry was not in a good category. The largest cost component of Tempe Chips
cost structure is the cost of cooking oil (25.12%), labor cost (23.09%), raw material cost
(10.84%), plastic packaging cost (9.36%) and liquefied petroleum gas cost (8.13) ±  Flour
Cost (6.90%), Marketing Cost (4.93%), Garlic Cost (3.20%), Aci Flour Cost (2.46%),
Electricity Cost (2.46%), Depreciation Cost (1.47% ), aroma costs (1.23%) , transport costs
(0.74%) and yeast costs (0.06%). Agro-industry Siger Mas Tempe Chips made a profit of Rp
8,380,487.50. It can be concluded that the agro-industry Siger Mas Tempe Chips is feasible
and profitable to develop.

Keywords: soybean chips, production performance, income, cost structure","Analisis Kinerja Produksi, Struktur Biaya dan Pendapatan
Agroindustri Keripik Tempe (Studi Kasus Agroindustri Keripik
Tempe Siger Mas di Kota Metro)","[{'name': {'honourific': None, 'lineage': None, 'family': 'Haryono', 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}]",article,show,archive,43753,2022-08-02 01:22:15,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/165693', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 43753, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'fina pak dwi.pdf', 'docid': 165693, 'files': [{'hash': 'b030be3a9f2092e0ac6b39ba6daecedd', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 476813, 'mtime': '2022-08-02 01:19:03', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476813', 'filename': 'fina pak dwi.pdf', 'filesize': 1264303, 'objectid': 165693}], 'format': 'text'}]",2022-08-02 01:22:15,972,,TRUE,JoFSA,2597-9426,,,,,,,,,,['unversitas lampung'],,,,,,,,
75,,['FP1'],disk0/00/02/00/09,pub,6,2020-05-18 21:36:46,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/20009,"This research aims to analyze vegetables farming performance and vegetables farmer 
household welfare in North Dempo Sub-District, Pagar Alam City, South Sumatera Province. 
Location of the research was chosen purposively and the samples is determined by simple random
sampling method.  The number of the samples are 99 household and each consist of 33 chili, mustrad
greens, and cabbage farmers with monoculture farming.  Therefore, this research used survey
method.  The result of the research shows that vegetables farming performance in the research
location has been not-good, with : (1) average productivity of chili, mustard greens, and cabbage
farming being 6.080kg/ha, 7.813kg/ha, and 9.557kg/ha, respectively.  (2) Production capacity of
chili, mustrad greens, and cabbage are 30,40%, 31,25%, and 38,23%, respectively.  (3) Household 
average income in hectare in every growing season for chili, mustrad green, and cabbage are Rp
49.906.113,36,  Rp 5.279.915,26, and Rp 9.289.519,69, respectively.  Mayority of vegetables farmers
welfare based on Sayogyo Proverty Criteria (1997) are in sufficient criteria.  Furthermore, 72,73%
chili farmers are in sufficient criteria and the rest (27,27%) are in well criteria, 84,85% mustrad
greens farmers are in sufficient criteria and the rest (15,15%) are in well criteria, 78,79% cabbage
farmers are in sufficient criteria and the rest (21,21%) are in well criteria.","Analisis Kinerja Usahatani dan Kesejahteraan Petani Sayuran di Kota Pagar
Alam Provinsi Sumatera Selatan","[{'id': 'dwih_unila@yahoo.com', 'name': {'given': 'Dwi', 'honourific': None, 'family': 'Haryono', 'lineage': None}}]",article,show,archive,20009,2020-05-18 21:36:46,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33350', 'eprintid': 20009, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 189184, 'mime_type': 'application/pdf', 'hash': 'c931be33f4fa5fda669af69872b04a31', 'objectid': 33350, 'filesize': 948902, 'filename': 'artikel 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189184', 'hash_type': 'MD5', 'mtime': '2020-05-18 21:21:39'}], 'main': 'artikel 1.pdf', 'docid': 33350}]",2020-05-18 21:36:46,972,,TRUE,ijse,,,,,,,,,,,['universitas lampung'],,,,,,,,
76,,['FP1'],disk0/00/04/17/81,pub,6,2022-05-24 06:01:31,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/41781,"The development of agricultural areas based on corporate farming is carried out in an
integrated and sustainable from upstream to downstream subsystem, to increase value added
and also the competitiveness of agricultural areas and commodities for the sustainability of
national food security.  This research aims to analyze the factors that influence farmer's decision
to participate in corporate farming in South Lampung. This research was held in Kalianda
District, South Lampung Regency, which is one of the corn production centers in Lampung
Province. The farmer survey was conducted in December 2020. The number of sampled
respondents was 42 consisting of 21 corporate farmers and 21 non-corporate farmers. The
analytical method used is logit regression analysis. The results showed that farmer’s decision
was influenced by income, land area, farmer’s education, and farming experience.","FAKTOR-FAKTOR YANG MEMPEGARUHI KEPUTUSAN PETANI JAGUNG
MENGIKUTI KORPORASI PETANI DI KABUPATEN LAMPUNG SELATAN","[{'name': {'family': 'Haryono', 'lineage': None, 'honourific': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}]",article,show,archive,41781,2022-05-24 06:01:31,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163447', 'eprintid': 41781, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'faktor ok.pdf', 'files': [{'mtime': '2022-05-24 05:58:43', 'hash_type': 'MD5', 'filename': 'faktor ok.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461574', 'objectid': 163447, 'filesize': 1289964, 'mime_type': 'application/pdf', 'hash': '34d5fb74d6d013425336e07cbed90299', 'datasetid': 'document', 'fileid': 461574}], 'docid': 163447}]",2022-05-24 06:01:31,972,,TRUE,JEPA,2614-4670,,,,,,,,,,,,,,,,,,
77,Universitas Lampung,['FP1'],disk0/00/02/00/12,pub,6,2020-05-18 21:36:53,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/20012,"This research aimed to formulate the Marketing Strategy of PT Sayuran Siap Saji Bogor Regency of West
Java. This research used a case study method at PT Sayuran Siap Saji of Sukamanah Village, Megamendung
District, Bogor Regency, West Java. The samples were GA-HRD, distribution marketing manager of the
company, two employees of the marketing division (distribution), one of costomer of the highest number of
purchases, and the ex-customer. The data was analyzed by descriptive analysis, SWOT analysis and QSPM.
The results of this research showed that for strategies combination value IFE was 2,96 and value of EFE
was 2.29 in the IE matrix shows that the position the business in quadran V. It meant that the company was
in the growth area. On QSPM it was known that the marketing strategy of PT Sayuran Siap Saji was to
maintain and improve product quality in order to excel in trading, improved the company's marketing
management and optimize product publication in order to increase consumer interest, wider promotion and
partner with new supplier, products to be more competitive in the market.",STRATEGI PEMASARAN PT SAYURAN SIAP SAJI KABUPATEN BOGOR JAWA BARAT,"[{'id': 'dwih_unila@yahoo.com', 'name': {'given': 'Dwi', 'honourific': None, 'lineage': None, 'family': 'Haryono'}}]",article,show,archive,20012,2020-05-18 21:36:53,"[{'placement': 1, 'eprintid': 20012, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33353', 'security': 'public', 'files': [{'filename': 'artikel 3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189200', 'filesize': 1647772, 'objectid': 33353, 'mtime': '2020-05-18 21:33:06', 'hash_type': 'MD5', 'hash': 'f8ead87bd30522e1d6e8f80314675681', 'mime_type': 'application/pdf', 'fileid': 189200, 'datasetid': 'document'}], 'main': 'artikel 3.pdf', 'docid': 33353, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-05-18 21:36:53,972,,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,,,,,['universitas lampung'],,,,,,,,
78,Universitas Lampung,['FP1'],disk0/00/02/00/10,pub,6,2020-05-18 21:36:49,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/20010,"This research aimes to analyze the structure of rice farming cost, Break Event Point (BEP) of income,
production and price, in addition to income level of farming rice.  The research isconducted by survay
method with the numbers of respondent as many as 52 farmers who are selected by simple random sampling. 
The research location is choosen intentionally in Seputih Raman, Lampung Tengah Regency.  Research data
was collected in Januari-Februari 2018 and analyzed by descriptive and quantitative analysis.  The results
showed that the biggest cost component of the production cost structure was harvest costs, labor outside of
the family costs, fertilizer costs, and tractor fees. The value of revenue BEP was Rp5,291,805.05/ha,
production BEP 1,012.76 kg/ha, and price BEP Rp1,846.84/ha.  Total income from rice farming was equal
to Rp21,357,297.13/ha and R/C ratio was 2.83 so that the rice farming was profitable and feasible.","STRUKTUR BIAYA, TITIK IMPAS, DAN PENDAPATAN USAHATANI PADI
DI KECAMATAN SEPUTIH RAMAN KABUPATEN LAMPUNG TENGAH","[{'id': 'dwih_unila@yahoo.com', 'name': {'lineage': None, 'family': 'Haryono', 'honourific': None, 'given': 'Dwi'}}]",article,show,archive,20010,2020-05-18 21:36:49,"[{'eprintid': 20010, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33351', 'format': 'text', 'main': 'artikel 2.pdf', 'files': [{'filesize': 1647603, 'objectid': 33351, 'filename': 'artikel 2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189190', 'hash_type': 'MD5', 'mtime': '2020-05-18 21:25:49', 'datasetid': 'document', 'fileid': 189190, 'mime_type': 'application/pdf', 'hash': 'f43ca43c450c39d231093634ae87c00d'}], 'docid': 33351, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2020-05-18 21:36:49,972,,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,,,,,['universitas lampung'],,,,,,,,
