,subjects,uri,date,publisher,divisions,dir,rev_number,ispublished,full_text_status,status_changed,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,official_url,userid,title,creators,type,contact_email,date_type,documents,id_number,place_of_pub,related_url,succeeds,corp_creators,abstract,publication,volume,issn,refereed,pagerange,number,contributors,event_dates,pres_type,event_location,event_title,event_type,referencetext
44,['H1'],http://repository.lppm.unila.ac.id/id/eprint/17059,1970-01-01 00:00:00.000002019,,['FKIP9'],disk0/00/01/70/59,6,pub,public,2019-11-19 05:16:19,show,2019-11-19 05:16:19,archive,17059,2019-11-19 05:16:19,,435,The Effectiveness of Ongoing Assessment on Physics Learning in Improving Students Critical Thinking Skills,"[{'name': {'given': 'Agus', 'lineage': None, 'family': 'Setiawan', 'honourific': None}, 'id': None}, {'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'honourific': None, 'lineage': None, 'family': 'Rosidin'}}, {'name': {'given': 'Abdurrahman', 'honourific': None, 'lineage': None, 'family': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",article,,published,"[{'eprintid': 17059, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30152', 'pos': 1, 'format': 'text', 'main': '277-Article Text-738-1-10-20190521 - The Effectiveness of Ongoing Assessment.pdf', 'docid': 30152, 'files': [{'mtime': '2019-11-18 11:16:42', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/144802', 'filename': '277-Article Text-738-1-10-20190521 - The Effectiveness of Ongoing Assessment.pdf', 'objectid': 30152, 'filesize': 198972, 'hash': '877bb8f505d95df816d9fc94114fb52e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 144802}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,,,,,"This research was conducted to determine the effectiveness of the ongoing assessment of student learning outcomes. There were three groups of students in this study who used different types of questions. The type of questions used are multiple choices, essays, and true/false. Effectiveness is obtained from the average N-gain score. The results of the product effectiveness test show different results for each type of question. The effectiveness of the ongoing assessment with the type of multiple choice questions and true/false based on the results of the average n-gain included in the category is quite effective. The effectiveness of the ongoing assessment with the type of essay question based on the average n-gain results is included in the less effective category.",International Educational Research,2.0,2576-3059,TRUE,,2.0,,,,,,,
45,['H1'],http://repository.lppm.unila.ac.id/id/eprint/17041,1970-01-01 00:00:00.000002019,IOP Publishing,['FKIP9'],disk0/00/01/70/41,7,pub,public,2019-11-18 15:33:30,show,2019-11-18 15:33:30,archive,17041,2019-11-18 15:33:30,,435,Exploring Multiple Representation Preference to Develop Students Misconception Inventory in Measuring of Students Science Conception Awareness,"[{'name': {'given': 'Intan Novita', 'family': 'Sianturi', 'lineage': None, 'honourific': None}, 'id': 'intannov04@gmail.com'}, {'name': {'given': 'Abdurrahman', 'honourific': None, 'family': 'Abdurrahman', 'lineage': None}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",article,,published,"[{'eprintid': 17041, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30130', 'format': 'text', 'main': 'Sianturi_2019_J._Phys.%3A_Conf._Ser._1233_012039 Exploring Multiple Representation.pdf', 'files': [{'hash': '3f54ef9ec98b43ecfdbdf87c2f6b877c', 'mime_type': 'application/pdf', 'fileid': 144671, 'datasetid': 'document', 'mtime': '2019-11-18 10:25:41', 'hash_type': 'MD5', 'filename': 'Sianturi_2019_J._Phys.%3A_Conf._Ser._1233_012039 Exploring Multiple Representation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/144671', 'objectid': 30130, 'filesize': 543323}], 'docid': 30130, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,,"Representation is a form that can describe a certain material concept.  In physics learning, students are required to be able to present a concept of physical matter into various possible forms of representation. The ability of students to use multiple representation indicates that the students have fully understood the concept of physics (no misconception occur). Facts that occur in the field is still limited form of representation used by teachers when teaching physics, so it is still possible to students misconception. This study aims to explore Multiple representation preference used in the process of physical learning to develop SMI in measuring students science conception. Method used is qualitative method through semi-structured interviews to teacher and students. It uses simple random sampling technique. Exploration results based on depthly structured interviews to teacher and students have shown that there are several aspects of sources and causes students' misconception. The results of analysis also obtained a number of qualitative information which supports the development and validation of the instrument to measure the degree of students science conception. This instrument can be used to identify misconception and level awareness of students conception.",Journal of Physics: Conference Series,1233.0,Print : 1742-6588 Online : 1742-6596,TRUE,,,,,,,,,
46,['L1'],http://repository.lppm.unila.ac.id/id/eprint/20554,1970-01-01 00:00:00.000002019,Universitas Lampung,['FKIP9'],disk0/00/02/05/54,6,pub,public,2020-05-27 01:40:00,show,2020-05-27 01:40:00,archive,20554,2020-05-27 01:40:00,http://jurnal.fkip.unila.ac.id/index.php/JPF/article/view/18142,1075,The Implementation of Performance Assessment Instruments to Enhance Students’ Collaboration and Communication Skills,"[{'id': 'niasumiyati97@gmail.com', 'name': {'given': 'Nia', 'lineage': None, 'family': 'Sumiyati', 'honourific': None}}, {'id': 'undangros@yahoo.com', 'name': {'family': 'Rosidin', 'lineage': None, 'honourific': None, 'given': 'Undang'}}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Suyatna', 'lineage': None}}]",article,,published,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33900', 'pos': 1, 'eprintid': 20554, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 33900, 'main': 'Nia UR AS 7(1)2019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192968', 'filename': 'Nia UR AS 7(1)2019.pdf', 'filesize': 380637, 'objectid': 33900, 'mtime': '2020-05-26 09:18:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c17aa40acc71364992e993701e9ef196', 'fileid': 192968, 'datasetid': 'document'}]}]",http://dx.doi.org/10.23960/jpf.v7.n1.201904,,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JPF/article/view/18142'}],,['Universitas Lampung'],"Abstract: This research aims to describe the relationship between student performance in physics learning based practicum on students' collaboration and communication skills of  senior high school students. This study is quasi-experiment research. This study also tested the
validity and reliability of the assessment instruments, and for data tested by using correlation test. The conclusion of this study is that there is no relationship between student performance on physics practicum based learning with students' collaboration and  communication  skills.",Jurnal Pembelajaran Fisika,7.0,2302-0105,TRUE,25-32,1.0,,,,,,,
47,['L1'],http://repository.lppm.unila.ac.id/id/eprint/29558,1970-01-01 00:00:00.000002019,"Physics Education Department, UIN Raden Intan Lampung",['FKIP9'],disk0/00/02/95/58,4,pub,public,2021-04-22 07:29:10,show,2021-04-22 07:29:10,archive,29558,2021-04-22 07:29:10,http://ejournal.radenintan.ac.id/index.php/al-biruni/issue/view/394,1075,Cek Similarity/Originality: Mobile Phone Utilization For Learning:  Physics Teachers Perception,"[{'name': {'given': 'Agus', 'honourific': None, 'family': 'Suyatna', 'lineage': None}, 'id': 'asuyatna@yahoo.com'}]",other,,published,"[{'format': 'text', 'files': [{'hash': '1017525917a6716dcdf27a3349b5f4f9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 261704, 'mtime': '2021-01-26 02:58:52', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261704', 'filename': ""MOBILE PHONE UTILIZATION FOR LEARNING PHYSICS TEACHERS' PERCEPTION.pdf"", 'objectid': 43733, 'filesize': 2124541}], 'main': ""MOBILE PHONE UTILIZATION FOR LEARNING PHYSICS TEACHERS' PERCEPTION.pdf"", 'docid': 43733, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'eprintid': 29558, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43733'}, {'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 43734, 'main': 'PR-6.pdf', 'files': [{'filename': 'PR-6.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261705', 'objectid': 43734, 'filesize': 815924, 'mtime': '2021-04-21 06:25:47', 'hash_type': 'MD5', 'hash': '1814b54ccf9e3fc72326f47b9d62312b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 261705}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43734', 'security': 'public', 'placement': 2, 'eprintid': 29558}]",10.24042/jipfalbiruni.v8i2.4840,Jurnal Ilmiah Pendidikan Fisika Al-BiRuNi,"[{'url': 'http://ejournal.radenintan.ac.id/index.php/al-biruni', 'type': 'pub'}]",27459.0,['Universitas Lampung'],"Abstract: The use of mobile phones for learning is still becoming a debate in Indonesia. Many schools forbid their students to bring mobile phones to school. This study was aimed to describe the perceptions of physics teachers in Lampung Province regarding the use of mobile phones to study physics. Data was collected from 39 physics teachers from various districts in Lampung Province. The Likert scale with a range of 1 to 5 was used. Descriptive quantitative data analysis was carried out. The results showed that most teachers agree /strongly agree: (1) to utilize mobile phones in learning physics both inside and outside of the classroom, (2) the tendency of students to use mobile phones make the physics learning process efficient. It could strengthen and improve the quality of the learning process. Almost all physics teachers agree /strongly agree with mobile phones usage, because: (1) it could turn the learning process from teacher-centered into student-centered and from content-oriented learning to process-oriented learning, (2) it could improve efficiency and productivity in the learning process. However, they agreed that the use of mobile phones by students could not replace the teacher's role, so physics teachers needed amore sophisticated concept of cellular learning to be implemented.",,,,,,,,,,,,,
48,['L1'],http://repository.lppm.unila.ac.id/id/eprint/20670,2019-10-01 00:00:00.000000000,UIN Radin Intan Bandar Lampung,['FKIP9'],disk0/00/02/06/70,5,pub,none,2020-05-27 05:48:33,show,2020-05-27 05:48:33,archive,20670,2020-05-27 05:48:33,http://ejournal.radenintan.ac.id/index.php/al-biruni/index,1075,"MOBILE PHONE UTILIZATION FOR LEARNING:  
PHYSICS TEACHERS' PERCEPTION","[{'id': 'asuyatna@yahoo.com', 'name': {'lineage': None, 'family': 'Suyatna', 'honourific': None, 'given': 'Agus'}}]",article,,published,,10.24042/jipfalbiruni.v8i2.4840,,"[{'url': 'http://ejournal.radenintan.ac.id/index.php/al-biruni/index', 'type': 'pub'}]",,['Universitas Lampung'],"Abstract: The use of mobile phones for learning is still becoming a debate in Indonesia. Many schools forbid their students to bring mobile phones to school. This study was aimed to describe the perceptions of physics teachers in Lampung Province regarding the use of mobile phones to study physics. Data was collected from 39 physics teachers from various districts in Lampung Province. The Likert scale with a range of 1 to 5 was used. Descriptive quantitative data analysis was carried out. The results showed that most teachers agree /strongly agree: (1) to utilize mobile phones in learning physics both inside and
outside of the classroom, (2) the tendency of students to use mobile phones make the physics learning process efficient. It could strengthen and improve the quality of the learning process. Almost all physics  teachers agree /strongly agree with mobile phones usage, because: (1) it could turn the learning process from teacher-centered into student-centered and from content-oriented learning to process-oriented learning, (2) it could improve efficiency and productivity in the learning process. However, they agreed that the use of mobile phones by students could not replace the teacher's role, so physics teachers needed amore sophisticated concept of cellular learning to be implemented.",Jurnal Ilmiah Pendidikan Fisika Al-BiRuNi,8.0,2303-1832,TRUE,237-244,2.0,,,,,,,
49,['L1'],http://repository.lppm.unila.ac.id/id/eprint/11224,1970-01-01 00:00:00.000002019,IOP Publishing,['FKIP9'],disk0/00/01/12/24,6,pub,public,2019-04-29 08:14:10,show,2019-04-29 08:14:10,archive,11224,2019-04-29 08:14:10,https://iopscience.iop.org/article/10.1088/1742-6596/1157/3/032028/meta,1075,The effectiveness of interactive e-book quantum phenomena compiled with scientific approach in improving higher order thinking skills,"[{'name': {'given': 'Agus', 'family': 'Suyatna', 'lineage': None, 'honourific': None}, 'id': 'asuyatna@yahoo.com'}, {'name': {'lineage': None, 'family': 'Ertikanto', 'honourific': None, 'given': 'Chandra'}, 'id': 'chandrafkipunila@gmail.com'}, {'id': 'kkartini.herlina@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Herlina', 'given': 'Kartini'}}, {'id': 'anditaana@gmail.com', 'name': {'given': 'Febriana Andita', 'honourific': None, 'lineage': None, 'family': 'Pradana'}}]",article,asuyatna@yahoo.com,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24222', 'security': 'public', 'placement': 1, 'eprintid': 11224, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Suyatna_2019_J._Phys.__Conf._Ser._1157_032028.pdf', 'docid': 24222, 'files': [{'hash': '99b967ccea523364e53055864a7671f3', 'mime_type': 'application/pdf', 'fileid': 102386, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102386', 'filename': 'Suyatna_2019_J._Phys.__Conf._Ser._1157_032028.pdf', 'objectid': 24222, 'filesize': 1026531, 'mtime': '2019-04-22 13:18:57', 'hash_type': 'MD5'}], 'format': 'text'}]",doi:10.1088/1742-6596/1157/3/032028,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1157/3/032028/meta'}],,['Universitas Lampung'],"Abstract. This study was aimed to examine the effectiveness of interactive e-book quantum phenomena compiled with scientific approach in improving higher order thinking skills that have been developed by the authors. The method used was research and development. The development design was ADDIE development model that included five phases of activity that are analyzed, design, development, implementation, and evaluation. Implementation phase to test the effectiveness of e-book, using pre-test post-test. Data were collected using questionnaires and written tests. The effectiveness was measured by comparing pre-test and post-test using using
Two Related Samples Test, Wilcoxon and by calculating the normalized gain. The results of the evaluation phase showed interactive electronic book quantum phenomena compiled with a scientific approach, effective in improving higher order thinking skills. The learning outcomes of quantum phenomena of students learning through interactive e-books compiled with scientific approach have increased by 67% indicator HOTS at the level of trust 95%. The average N-Gain learning result of quantum phenomena is 0.31, entered in the moderate category.",Journal of Physics: Conf. Series,1157.0,1742-6588 Online ISSN: 1742-6596,TRUE,1-8,2019.0,,,,,,,
50,['L1'],http://repository.lppm.unila.ac.id/id/eprint/29563,1970-01-01 00:00:00.000002019,IOP Publishing,['FKIP9'],disk0/00/02/95/63,4,pub,public,2021-04-22 07:29:26,show,2021-04-22 07:29:26,archive,29563,2021-04-22 07:29:26,https://iopscience.iop.org/article/10.1088/1742-6596/1157/3/032028,1075,Cek Similarity/Originality: The effectiveness of interactive e-book quantum phenomena compiled with scientific approach in improving higher order thinking skills,"[{'name': {'honourific': None, 'family': 'Suyatna', 'lineage': None, 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}, {'id': 'kkartini.herlina@gmail.com', 'name': {'given': 'Kartini', 'family': 'Herlina', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Ertikanto', 'lineage': None, 'honourific': None, 'given': 'Chandra'}, 'id': 'chandrafkipunila@gmail.com'}, {'name': {'lineage': None, 'family': 'Pradana', 'honourific': None, 'given': 'Febriana Andita'}, 'id': 'anditaana@gmail.com'}]",other,,published,"[{'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'The effectiveness of interactive e-book quantum phenomena compiled with scientific approach in improving higher order thinking skills.pdf', 'files': [{'fileid': 261729, 'datasetid': 'document', 'hash': '71f2b8b201a1caaffb3699bfc79e63df', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-01-26 10:45:33', 'objectid': 43743, 'filesize': 1774922, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261729', 'filename': 'The effectiveness of interactive e-book quantum phenomena compiled with scientific approach in improving higher order thinking skills.pdf'}], 'docid': 43743, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43743', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29563}, {'placement': 2, 'eprintid': 29563, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43744', 'security': 'public', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-21 08:22:59', 'filesize': 784925, 'objectid': 43744, 'filename': 'PR-13.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261730', 'fileid': 261730, 'datasetid': 'document', 'hash': '3ff7fa85602a4261e6a0eb9a18b3fc81', 'mime_type': 'application/pdf'}], 'main': 'PR-13.pdf', 'docid': 43744, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",10.1088/1742-6596/1157/3/032028,"Journal of Physics: Conference Series, Volume 1157","[{'type': 'pub', 'url': 'https://iopscience.iop.org/volume/1742-6596/1157'}]",27470.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","Abstract. This study was aimed to examine the effectiveness of interactive e-book quantum phenomena compiled with scientific approach in improving higher order thinking skills that have been developed by the authors. The method used was research and development. The development design was ADDIE development model that included five phases of activity that are analyzed, design, development, implementation, and evaluation. Implementation phase to test the effectiveness of e-book, using pre-test post-test. Data were collected using questionnaires and written tests. The effectiveness was measured by comparing pre-test and post-test using using Two Related Samples Test, Wilcoxon and by calculating the normalized gain. The results of the evaluation phase showed interactive electronic book quantum phenomena compiled with a scientific approach, effective in improving higher order thinking skills. The learning outcomes of quantum phenomena of students learning through interactive e-books compiled with scientific approach have increased by 67% indicator HOTS at the level of trust 95%. The average N-Gain learning result of quantum phenomena is 0.31, entered in the moderate category.",,,,,,,,,,,,,
51,['L1'],http://repository.lppm.unila.ac.id/id/eprint/29567,1970-01-01 00:00:00.000002019,IOP Publishing,['FKIP9'],disk0/00/02/95/67,4,pub,public,2021-04-22 03:21:35,show,2021-04-22 03:21:35,archive,29567,2021-04-22 03:21:35,https://iopscience.iop.org/article/10.1088/1742-6596/1280/5/052004,1075,Cek Similarity/Originality: ICT media utilization model to increase science process skills on natural science lessons in junior high school,"[{'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Suyatna', 'lineage': None}}, {'id': 'ismirakhmawati@gmail.com', 'name': {'given': 'Ismi', 'honourific': None, 'lineage': None, 'family': 'Rakhmawati'}}, {'id': None, 'name': {'given': 'M.D.', 'lineage': None, 'family': 'Nugraha', 'honourific': None}}]",other,,published,"[{'eprintid': 29567, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43748', 'pos': 1, 'format': 'text', 'files': [{'hash': '5f17165648dbdb4e2053e363ff256259', 'mime_type': 'application/pdf', 'fileid': 261754, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261754', 'filename': 'ICT media utilization model to increase science process skills on natural science lessons in junior high school.pdf', 'objectid': 43748, 'filesize': 2363141, 'mtime': '2021-01-08 04:06:55', 'hash_type': 'MD5'}], 'main': 'ICT media utilization model to increase science process skills on natural science lessons in junior high school.pdf', 'docid': 43748, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/43749', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 29567, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 43749, 'main': 'PR-14.pdf', 'files': [{'datasetid': 'document', 'fileid': 261755, 'mime_type': 'application/pdf', 'hash': 'b1313d1dd60d6fc74cf2ba0429612f07', 'filesize': 764714, 'objectid': 43749, 'filename': 'PR-14.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261755', 'hash_type': 'MD5', 'mtime': '2021-04-21 09:15:28'}], 'format': 'text'}]",10.1088/1742-6596/1280/5/052004,"Journal of Physics: Conference Series, Volume 1280","[{'type': 'pub', 'url': 'https://iopscience.iop.org/volume/1742-6596/1280'}]",27273.0,"['Universitas Lampung', 'Universitas Lampung', 'UPI Bandung']","Abstract. The purpose of this research is to determine the model and utilization of the information communication technology (ICT) that effectively improve the science process skill (SPS). The method used is quasi-experiment. The sample was selected using purposive sampling technique as many as 12 classes of junior high schools in Lampung Province with average initial ability were equivalent. The material that is learned is about the measurement. Data were collected using SPS observation sheet and analysed using two-way ANOVA. The first factor is ICT media model those are the tutorial and the simulation media model of measuring instrument. The second factor is the utilization model of ICT media those are the substitute-experimental, the substitute-demonstration, the complement-experimental, the complement-demonstration, the supplement-experimental, and the supplement-demonstration. The result of the research shows that there is no difference of SPS caused by the difference of ICT media model, there is a difference of SPS caused by the different model of ICT utilization. There is an interaction between media utilization model and ICT media model in terms of SPS. The highest SPS was obtained from the learning using the tutorial media model that was learned as a supplement using the experimental method.",,,,,,,,,,,,,
52,['L1'],http://repository.lppm.unila.ac.id/id/eprint/20655,1970-01-01 00:00:00.000002019,IOP Publishing,['FKIP9'],disk0/00/02/06/55,7,pub,public,2020-05-27 04:11:30,show,2020-05-27 04:11:30,archive,20655,2020-05-27 04:11:30,https://iopscience.iop.org/article/10.1088/1742-6596/1280/5/052004,1075,ICT media utilization model to increase science process skills on natural science lessons in junior high school,"[{'id': 'asuyatna@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Suyatna', 'given': 'Agus'}}, {'id': 'ismirakhmawati@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Rakhmawati', 'given': 'Ismi'}}, {'name': {'given': 'Muhammad Gina', 'honourific': None, 'lineage': None, 'family': 'Nugraha'}, 'id': None}]",article,,published,"[{'placement': 1, 'eprintid': 20655, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34000', 'security': 'public', 'main': 'Suyatna_2019_J._Phys.__Conf._Ser._1280_052004-MSCEIS.pdf', 'files': [{'filename': 'Suyatna_2019_J._Phys.__Conf._Ser._1280_052004-MSCEIS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/193693', 'filesize': 633571, 'objectid': 34000, 'mtime': '2020-05-27 03:52:36', 'hash_type': 'MD5', 'hash': 'bfbaf92a97b924d6a2ad015de8141ce8', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 193693}], 'docid': 34000, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",doi:10.1088/1742-6596/1280/5/052004,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1280/5/052004'}]",,"['Universitas Lampung', 'Universitas Lampung', 'UPI Bandung']","Abstract. The purpose of this research is to determine the model and utilization of the information communication technology (ICT) that effectively improve the science process skill (SPS). The method used is quasi-experiment. The sample was selected using purposive sampling technique as many as 12 classes of junior high schools in Lampung Province with average initial
ability were equivalent. The material that is learned is about the measurement. Data were collected using SPS observation sheet and analysed using two-way ANOVA. The first factor is ICT media model those are the tutorial and the simulation media model of measuring instrument.
The second factor is the utilization model of ICT media those are the substitute-experimental, the substitute-demonstration, the complement-experimental, the complement-demonstration, the supplement-experimental, and the supplement-demonstration. The result of the research shows that there is no difference of SPS caused by the difference of ICT media model, there is a
difference of SPS caused by the different model of ICT utilization. There is an interaction between media utilization model and ICT media model in terms of SPS. The highest SPS was obtained from the learning using the tutorial media model that was learned as a supplement using the experimental method.",Journal of Physics: Conference Series,1280.0,Print : 1742-6588 Online : 1742-6596,TRUE,1-8,52004.0,,,,,,,
53,['L1'],http://repository.lppm.unila.ac.id/id/eprint/14879,2019-09-15 00:00:00.000000000,DergiPark Academic,['FKIP9'],disk0/00/01/48/79,7,pub,public,2019-11-04 07:23:01,show,2019-11-04 07:23:01,archive,14879,2019-11-04 07:23:01,https://dergipark.org.tr/en/pub/jegys/issue/48637/518464,1075,A Combined HOTS-Based Assessment/STEM Learning Model to Improve Secondary Students’ Thinking Skills: A Development and Evaluation Study,"[{'name': {'lineage': None, 'family': 'Undang Rosidin', 'honourific': None, 'given': 'UR'}, 'id': 'undangros@yahoo.com'}, {'id': 'asuyatna@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Agus Suyatna', 'given': 'AS'}}, {'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",article,,published,"[{'format': 'text', 'main': '10.17478-jegys.518464-787532.pdf', 'docid': 27999, 'files': [{'filename': '10.17478-jegys.518464-787532.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/128450', 'objectid': 27999, 'filesize': 559762, 'mtime': '2019-11-01 01:21:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '144e557062fee038ef7f92b15d53c933', 'fileid': 128450, 'datasetid': 'document'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 14879, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27999', 'pos': 1}]",https://doi.org/10.17478/jegys.518464,,"[{'url': 'https://dergipark.org.tr/en/pub/jegys/issue/48637/518464', 'type': 'pub'}]",,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","A STEM learning model is believed to be able to improve students’ performance in learning physics significantly including Higher Order Thinking Skills (HOTS).These skills covered the capability to analyze, evaluate, and create which can be boosted by implementing a right learning model, material, and assessment. This study aims to develop and evaluate a combined HOTS-based assessment/STEM learning model to enhance students’ thinking skills. A proposed model was designed by follow the seven steps of Borg & Gall research and development.
There are 24 24 eleventh graders of SMAN 1 Kotabumi at North Lampung and 30 tenth graders of SMA YP Unila at Bandar Lampung involved in limited and field trial, respectively. The impact of this model was evaluated by identifying the normalized average gain of pretest posttest and significance test compared to a conventional STEM model. The results showed that t-value of experimental, control, and comparison of these two classes are 23.29, 13.58, and 4.63 (p<0.001), 
 respectively which confirm a better improvements of thinking skills performed by proposed model.",Journal for the Education of Gifted Young Scientists,7.0,2147-9518,TRUE,435-448,3.0,,,,,,,
